Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
2010_IOWA,IA,2010,491255,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336,811476,-196577,27211,39306,35071,35263,37704,495775,,,,
2010_KANSAS,KS,2010,471406,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287,1182167,-525301,17318,37023,35991,34220,33180,483701,,,,
2010_KENTUCKY,KY,2010,679901,6881951,1059915,3662243,2159793,7092071,3616584,2117063,416036,747498,-210120,24260,51091,51189,48525,43723,673128,,,,
2010_LOUISIANA,LA,2010,663802,8091029,1549575,3348043,3193411,8125021,4136550,2543542,402190,788979,-33992,29657,54276,58778,49523,38438,696558,,,,
2010_MAINE,ME,2010,187634,2721365,320917,1083913,1316535,2680693,1421800,874381,106653,157510,40672,4247,13819,13728,14358,15315,189077,,,,
2010_MARYLAND,MD,2010,848252,13327770,1004498,5544725,6778547,13205691,7147880,4047487,481151,1107922,122079,29377,62704,60765,61971,60555,852211,,,,
2010_MASSACHUSETTS,MA,2010,929569,14919763,1092892,5742989,8083882,14857823,8479433,4512401,442057,807802,61940,27747,67496,71140,71588,67716,955563,,,,
2010_MICHIGAN,MI,2010,1510716,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325,1201729,-573556,28187,112835,115722,118831,122236,1587067,,,,
2010_MINNESOTA,MN,2010,799615,10383935,1245368,5978487,3160080,10564774,5676045,2504618,795088,949938,-180839,14405,62961,61627,61706,73661,838037,,,,
2010_MISSISSIPPI,MS,2010,491651,4466377,945973,2109089,1411315,4504257,2337184,1399684,273024,421984,-37880,3447,38923,38295,36113,29668,490526,,,,
2010_MISSOURI,MO,2010,897348,9587703,1430854,3471772,4685077,10139784,5237387,3043213,549680,926566,-552081,28495,69376,68313,66944,65990,918710,,,,
2010_MONTANA,MT,2010,141693,1623971,256049,744931,622991,1642886,895727,531730,68814,110195,-18915,1351,11115,10751,10729,10316,141693,,,,
2010_NEBRASKA,NE,2010,294948,3720560,465728,1184996,2069836,3640199,2089854,927065,152158,371348,80361,12656,23411,21901,20875,22236,298500,,,,
2010_NEVADA,NV,2010,423859,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848,381094,1602,4444,32454,34047,33070,29207,437149,,,,
2010_NEW_HAMPSHIRE,NH,2010,196648,2906573,185175,1060998,1660400,2856965,1612216,837094,76110,131261,49608,3097,11970,14294,15407,15019,194711,,,,
2010_NEW_JERSEY,NJ,2010,1369553,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529,1154089,-60434,53564,92413,98641,99630,97358,1402548,,,,
2010_NEW_MEXICO,NM,2010,331436,3638606,753816,2307843,576947,3814058,1800983,1178045,135042,634137,-175452,7980,26688,25955,24469,20594,338122,,,,
2010_NEW_YORK,NY,2010,2697357,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218,6125749,-4613953,51649,194607,198720,203761,191528,2734955,,,,
2010_NORTH_CAROLINA,NC,2010,1444409,16621268,1927843,7451302,7242123,14162497,7637844,3873929,705012,1192652,2458771,23510,115782,118617,111112,91541,1490605,,,,
2010_NORTH_DAKOTA,ND,2010,94997,1308214,277985,552616,477613,1267426,627378,342204,80790,142873,40788,1529,7449,6974,7298,7581,96323,,,,
2010_OHIO,OH,2010,1669748,23247907,2310440,9987732,10949735,22701333,10976072,7468941,923709,2451038,546574,30047,129964,133202,133210,118946,1754191,,,,
2010_OKLAHOMA,OK,2010,653592,5778507,768319,2658186,2352002,5971651,2900568,1901671,624330,471937,-193144,40688,52114,48519,45737,39634,659911,,,,
2010_OREGON,OR,2010,560239,6219779,813110,2947614,2459055,6398065,3246437,2054025,219391,573818,-178286,9392,40656,42924,42834,46212,570720,,,,
2010_PENNSYLVANIA,PA,2010,1682887,27883991,2977089,9430947,15475955,28231191,13442543,7774897,1183764,2208448,-347200,16294,128120,132497,135876,141710,1793284,,,,
2010_RHODE_ISLAND,RI,2010,141023,2207123,247217,736525,1223381,2187163,1238257,758963,89242,40673,19960,2054,10057,10865,10954,10466,143793,,,,
2010_SOUTH_CAROLINA,SC,2010,715590,7755419,1058473,3377539,3319407,8242553,3797945,2445636,389554,1203253,-487134,24188,54624,55636,52904,44703,725838,,,,
2010_SOUTH_DAKOTA,SD,2010,123555,1292742,250554,398601,643587,1281632,660064,382212,57639,146273,11110,1974,11049,9140,9275,9063,126128,,,,
2010_TENNESSEE,TN,2010,971414,8405025,1094293,3834174,3476558,8760367,4934044,2516326,467568,627390,-355342,28787,76642,75481,71475,67441,987422,,,,
2010_TEXAS,TX,2010,4728815,50559500,7984614,18899565,23675321,53810244,25097921,14179639,2401640,8055742,-3250744,249122,374195,374111,354314,298400,4935715,,,,
2010_UTAH,UT,2010,538676,4250259,570301,2171889,1508069,4326951,2117551,1002867,308107,786272,-76692,10376,48043,46127,42227,38744,585552,,,,
2010_VERMONT,VT,2010,87750,1749898,173528,1326528,249842,1719870,890606,509650,47578,65751,30028,10678,6259,6291,6757,7114,96858,,,,
2010_VIRGINIA,VA,2010,1244673,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527,1127484,17364,30821,92899,93965,91877,89266,1251440,,,,
2010_WASHINGTON,WA,2010,1034735,11919090,1400984,6931430,3586676,11820814,5934710,3402730,503236,1516372,98276,12056,75933,78546,78448,83712,1043788,,,,
2010_WEST_VIRGINIA,WV,2010,281828,3176874,513794,1677745,985335,3484593,1978226,1094980,204402,191662,-307719,14660,21256,20493,20455,18430,282879,,,,
2010_WISCONSIN,WI,2010,864898,11289720,1115342,4951919,5222459,11116821,5994721,3455651,485711,617744,172899,50200,60721,61015,61337,69858,872286,,,,
2010_WYOMING,WY,2010,87379,1718605,123942,880916,713747,1696177,787627,504838,49289,340678,22428,582,7611,6694,6657,6233,89009,,,,
2011_ALABAMA,AL,2011,746933,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140,564183,-35043,8282,57602,56491,57919,49510,744621,231,269,220,258
2011_ALASKA,AK,2011,131704,2357828,420152,1416163,521513,2443898,1215062,908567,81031,180137,-86070,2755,10453,9667,9527,9918,131167,236,283,208,261
2011_ARIZONA,AZ,2011,946571,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633,741124,-181231,8860,84433,82566,81294,81179,1080319,235,279,212,260
2011_ARKANSAS,AR,2011,475551,5176362,827026,3701224,648112,5669431,2559292,1655684,676591,605857,-493069,14466,37305,36662,36339,30441,483114,238,279,217,259
2011_CALIFORNIA,CA,2011,6202604,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160,6523770,1105626,73630,488070,462082,467626,494144,6287834,234,273,211,255
2011_COLORADO,CO,2011,834832,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267,827354,71020,31091,66361,64560,61156,61398,854265,244,292,223,271
2011_CONNECTICUT,CT,2011,530132,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756,516116,343986,16022,38840,40138,42511,40677,554437,242,287,227,275
2011_DELAWARE,DE,2011,119878,1759170,192182,1010026,556962,1808905,964284,497158,89576,182497,-49735,1402,10116,9691,9569,8570,128946,240,283,225,266
2011_DISTRICT_OF_COLUMBIA,DC,2011,44199,1283071,155505,0,1127566,1297175,525185,389526,56132,326332,-14104,10831,6358,4643,4328,3190,73911,222,260,201,242
2011_FLORIDA,FL,2011,2636404,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138,2217069,-538253,54938,203302,195625,200378,174371,2668156,240,278,225,262
2011_GEORGIA,GA,2011,1666039,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605,1368395,842562,45353,133372,128827,126785,98625,1685016,238,278,221,262
2011_HAWAII,HI,2011,179601,2499513,347363,2088870,63280,2259104,1253534,786284,133810,85476,240409,1492,16827,14353,12783,11084,182706,239,278,214,257
2011_IDAHO,ID,2011,265713,2089982,292602,1320153,477227,1960818,1104553,613667,98963,83524,129164,1338,21901,21835,21172,19423,279873,240,287,221,268
2011_ILLINOIS,IL,2011,2072114,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651,1884866,981726,80723,145489,151870,153828,145047,2083097,239,283,219,266
2011_INDIANA,IN,2011,1023220,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684,843671,1011622,9540,78166,78627,79586,74071,1040765,244,285,221,265
2011_IOWA,IA,2011,493493,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237,861361,41176,26930,40187,34951,35498,37069,495870,243,285,221,265
2011_KANSAS,KS,2011,482692,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493,851777,-123277,18110,37557,35608,35291,32478,486108,246,290,224,267
2011_KENTUCKY,KY,2011,672958,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989,733357,-149261,28107,52325,49894,50043,43928,681987,241,282,225,269
2011_LOUISIANA,LA,2011,665109,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798,809639,-195953,29422,56037,58304,52289,39088,703390,231,273,210,255
2011_MAINE,ME,2011,186835,2654366,289290,1043281,1321795,2728535,1431522,874220,145034,164850,-74169,5048,13644,13533,14584,14887,188969,244,289,222,270
2011_MARYLAND,MD,2011,851971,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356,989839,196243,28850,64727,63118,61917,60289,854086,247,288,231,271
2011_MASSACHUSETTS,MA,2011,924903,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972,817228,245783,28116,67956,70404,72758,67460,953369,253,299,237,275
2011_MICHIGAN,MI,2011,1455966,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583,1273466,904078,37020,107852,112465,118628,120498,1573537,236,280,219,265
2011_MINNESOTA,MN,2011,798891,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204,1016875,299888,14568,64133,60917,61574,71583,839738,249,295,222,270
2011_MISSISSIPPI,MS,2011,490526,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243,368906,170959,3842,41048,37715,36071,29115,490619,230,269,209,254
2011_MISSOURI,MO,2011,896702,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640,849819,72851,29931,69864,67274,68413,64475,916584,240,282,220,267
2011_MONTANA,MT,2011,141529,1631810,264517,713642,653651,1655584,902615,540180,72488,103728,-23774,1475,11697,10739,10773,10208,142349,244,293,225,273
2011_NEBRASKA,NE,2011,297659,3879388,571969,1153077,2154342,3676326,2101943,951912,171112,349683,203062,12907,23795,22279,21115,22332,301296,240,283,223,268
2011_NEVADA,NV,2011,429610,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940,323746,-112278,4408,33502,33608,33745,30322,439634,237,278,213,258
2011_NEW_HAMPSHIRE,NH,2011,189275,2947007,184768,1061011,1701228,3001244,1654129,855476,77384,206241,-54237,3228,11915,14190,15164,14911,191900,252,292,230,272
2011_NEW_JERSEY,NJ,2011,1399409,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456,917304,526078,36581,90955,96459,98968,94059,1356431,248,294,231,275
2011_NEW_MEXICO,NM,2011,331373,3591330,636436,2355210,599684,3694437,1744548,1124390,140296,616478,-103107,7652,26954,25703,24436,20671,337225,233,274,208,256
2011_NEW_YORK,NY,2011,2677412,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793,4653802,-1693132,49569,197458,196082,201190,190732,2704718,238,280,222,266
2011_NORTH_CAROLINA,NC,2011,1448117,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313,980517,642491,33603,117944,116325,113238,94017,1507864,245,286,221,263
2011_NORTH_DAKOTA,ND,2011,96255,1309044,186844,630430,491770,1312226,660944,360118,86352,124967,-3182,1706,8236,7028,7436,7348,97646,245,292,226,269
2011_OHIO,OH,2011,1655534,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953,2494681,478261,29015,131323,130406,134219,117866,1740030,244,289,224,268
2011_OKLAHOMA,OK,2011,658163,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172,510428,190145,42145,53053,48690,47321,39447,666120,237,279,215,260
2011_OREGON,OR,2011,559631,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903,461979,-205151,7262,41478,42072,43653,45898,568208,237,283,216,264
2011_PENNSYLVANIA,PA,2011,1670854,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139,2189151,-318211,12887,128804,129845,135598,138265,1771395,246,286,227,268
2011_RHODE_ISLAND,RI,2011,139157,2212352,234111,768713,1209528,2198940,1260021,736651,93820,43726,13412,1979,10164,10827,11146,10558,142854,242,283,222,265
2011_SOUTH_CAROLINA,SC,2011,713511,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361,1016126,-188671,23551,56065,54157,54243,44684,727186,237,281,215,260
2011_SOUTH_DAKOTA,SD,2011,125613,1297661,262395,374648,660618,1350617,661519,390655,59757,199636,-52956,2996,11375,9364,9139,8662,128016,241,291,220,269
2011_TENNESSEE,TN,2011,986382,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721,661195,-281550,27982,79803,75146,73725,67637,999693,233,274,215,259
2011_TEXAS,TX,2011,4800196,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232,6556210,-1668667,249524,379446,375756,360279,298637,5000470,241,290,218,261
2011_UTAH,UT,2011,545395,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664,592949,-54663,11972,48953,46758,43971,39693,598832,243,283,220,267
2011_VERMONT,VT,2011,86982,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655,-36016,5559,6062,6158,6646,6930,89908,247,294,227,274
2011_VIRGINIA,VA,2011,1250852,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067,-20470,31805,95574,93770,93361,89324,1257883,245,289,226,267
2011_WASHINGTON,WA,2011,1042979,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334,-22467,12268,78014,77051,78891,84089,1045453,243,288,221,268
2011_WEST_VIRGINIA,WV,2011,282130,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866,269242,-194477,15280,21172,20748,20778,18498,282870,235,273,214,256
2011_WISCONSIN,WI,2011,864251,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918,223585,54438,60875,60094,61413,68392,871105,245,289,221,267
2011_WYOMING,WY,2011,88165,1650621,154955,878979,616687,1656850,825783,528352,52046,234408,-6229,518,7873,6790,6796,6178,90099,244,288,224,270
2012_ALABAMA,AL,2012,744621,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658,580949,-85212,9032,59428,55859,58151,48945,744637,,,,
2012_ALASKA,AK,2012,130771,2383402,352005,1507913,523484,2483320,1255757,947153,82607,145219,-99918,3131,10569,9756,9806,9696,131489,,,,
2012_ARIZONA,AZ,2012,942738,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929,699033,-119864,9304,86265,83892,82769,81751,1089384,,,,
2012_ARKANSAS,AR,2012,475671,5169926,666267,3823172,680487,5299969,2548056,1683928,277927,612420,-130043,14290,40463,36140,36607,30734,486157,,,,
2012_CALIFORNIA,CA,2012,6203034,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344,6736656,-1175485,74360,489274,468007,465967,496754,6299451,,,,
2012_COLORADO,CO,2012,843120,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940,697434,143473,30375,66951,65921,62260,62503,863561,,,,
2012_CONNECTICUT,CT,2012,522451,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177,637389,279571,16393,39410,40895,42020,40743,550954,,,,
2012_DELAWARE,DE,2012,118624,1855867,183793,1090060,582014,1915966,1053066,531313,105134,149584,-60099,1291,10128,10089,9716,8365,129026,,,,
2012_DISTRICT_OF_COLUMBIA,DC,2012,44618,1331006,137742,0,1193264,1189542,594156,266716,44780,283890,141464,11428,6980,4631,4202,3317,76140,,,,
2012_FLORIDA,FL,2012,2658559,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628,1837264,-1212781,55124,210489,195358,204116,183193,2692162,,,,
2012_GEORGIA,GA,2012,1669156,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885,1566020,159685,45252,136837,128538,128432,101078,1703332,,,,
2012_HAWAII,HI,2012,182706,2535038,318728,2161254,55056,2344733,1262938,814511,143188,124096,190305,1509,17497,14572,12791,10721,184760,,,,
2012_IDAHO,ID,2012,267556,1981482,266087,1238989,476406,1911706,1073312,609786,102831,69239,69776,2683,22409,21884,21670,19130,284834,,,,
2012_ILLINOIS,IL,2012,2071481,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171,2032447,832478,81475,147315,151409,152505,146273,2072880,,,,
2012_INDIANA,IN,2012,1006627,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782,894450,1043526,9114,80681,75678,79908,74886,1041369,,,,
2012_IOWA,IA,2012,495870,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935,900591,5881,27729,41381,35492,35694,36254,499825,,,,
2012_KANSAS,KS,2012,485591,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158,662722,-2095,18475,38379,36167,35447,32810,489043,,,,
2012_KENTUCKY,KY,2012,681827,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906,764062,-252099,26753,53875,50583,50259,44032,685167,,,,
2012_LOUISIANA,LA,2012,665478,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580,777379,-26574,29426,58691,57434,52507,40179,710903,,,,
2012_MAINE,ME,2012,187247,2611056,239982,1012326,1358748,2625759,1376755,887596,108121,131394,-14703,4890,13727,13345,14127,14462,185739,,,,
2012_MARYLAND,MD,2012,853778,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683,1139120,540772,29671,66896,63703,60908,59978,859638,,,,
2012_MASSACHUSETTS,MA,2012,922683,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588,1159931,67395,28245,69669,70952,72048,67856,954773,,,,
2012_MICHIGAN,MI,2012,1421312,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829,1200582,558492,36769,107986,112068,117640,118564,1555370,,,,
2012_MINNESOTA,MN,2012,799736,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218,1034162,-14739,14695,65745,62523,62335,70510,845404,,,,
2012_MISSISSIPPI,MS,2012,490619,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636,329375,54558,4026,43208,36663,36745,29676,493650,,,,
2012_MISSOURI,MO,2012,893221,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027,891474,112005,29684,71778,67493,68057,64151,917900,,,,
2012_MONTANA,MT,2012,142237,1628318,214164,761029,653125,1652537,888206,536815,73808,117001,-24219,1321,11709,10861,10895,9784,142908,,,,
2012_NEBRASKA,NE,2012,300941,3764056,366016,1166374,2231666,3880517,2247992,984922,165408,374671,-116461,13831,22095,22583,21438,23152,303505,,,,
2012_NEVADA,NV,2012,428526,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943,321145,-55761,4599,35008,33462,34192,31939,445707,,,,
2012_NEW_HAMPSHIRE,NH,2012,190778,2963221,187243,1029325,1746653,2961684,1654634,868513,78190,160056,1537,3260,11892,13907,14784,14600,188974,,,,
2012_NEW_JERSEY,NJ,2012,1330300,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029,940577,1141876,35128,94830,98152,100052,97048,1372203,,,,
2012_NEW_MEXICO,NM,2012,328690,3478709,491732,2380982,605995,3616691,1688871,1097238,142740,615427,-137982,7509,27662,25474,25177,20559,338220,,,,
2012_NEW_YORK,NY,2012,2644029,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478,4094920,-1235348,48712,202670,198361,200642,192112,2710703,,,,
2012_NORTH_CAROLINA,NC,2012,1462172,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796,728580,-629585,30329,121389,116264,115147,94648,1518465,,,,
