Primary_Key,State,Year,Enrollment,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score
2014_MAINE,ME,2014,178709,2675648,182961,1032280,1460407,2550302,1369822,886844,109348,66571,125346,5038,13274,13488,13805,13777,182470,,,,
2014_MARYLAND,MD,2014,865768,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048,1131199,269705,30385,66200,65382,61747,58624,874514,,,,
2014_MASSACHUSETTS,MA,2014,920558,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065,1028761,90821,28375,67670,69922,72190,68038,955844,,,,
2014_MICHIGAN,MI,2014,1363533,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071,856907,1098888,44607,105582,110135,116804,116032,1537922,,,,
2014_MINNESOTA,MN,2014,804580,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403,1069928,-132153,14977,64454,63781,63805,69615,857235,,,,
2014_MISSISSIPPI,MS,2014,492421,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150,316494,17027,4409,40543,36620,36791,28980,490917,,,,
2014_MISSOURI,MO,2014,892992,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580,919482,-67634,31153,68753,68210,67879,63388,917785,,,,
2014_MONTANA,MT,2014,144034,1729712,201528,822788,705396,1754324,949120,570780,77193,121753,-24612,1229,11682,11044,10807,9825,144532,,,,
2014_NEBRASKA,NE,2014,307398,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887,307828,-3542,15253,23951,22921,22374,23051,312635,,,,
2014_NEVADA,NV,2014,435765,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754,161354,159435,5230,33942,34993,35318,31892,459189,,,,
2014_NEW_HAMPSHIRE,NH,2014,184846,3042994,161989,1003995,1877010,2960615,1682021,913353,75750,87603,82379,3639,11580,13590,14423,13856,184670,,,,
2014_NEW_JERSEY,NJ,2014,1335350,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398,895858,712345,55106,92560,97428,99751,95666,1400579,,,,
2014_NEW_MEXICO,NM,2014,326637,3601387,466320,2505492,629575,3576216,1709599,1088329,147184,562323,25171,8004,26660,25641,25272,21147,340365,,,,
2014_NEW_YORK,NY,2014,2619312,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933,4060304,-1219081,57353,200507,197545,200384,190387,2741185,,,,
2014_NORTH_CAROLINA,NC,2014,1441391,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335,609013,-77952,31550,119730,115539,119636,97257,1548895,,,,
2014_NORTH_DAKOTA,ND,2014,103272,1568997,155894,901032,512071,1597210,758669,422005,100586,239992,-28213,2063,9031,7995,7652,7471,106586,,,,
2014_OHIO,OH,2014,1601566,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844,1546152,1449927,31135,129013,125215,134275,115962,1724810,,,,
2014_OKLAHOMA,OK,2014,670069,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999,687788,7675,42218,55134,47577,48487,40729,688511,,,,
2014_OREGON,OR,2014,566538,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975,311077,167728,30461,41645,42942,43521,47566,601318,,,,
2014_PENNSYLVANIA,PA,2014,1605292,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079,1566997,447439,8106,127398,129927,135683,131694,1743160,,,,
2014_RHODE_ISLAND,RI,2014,135084,2313010,186551,867512,1258947,2258076,1277445,782773,92710,37897,54934,2369,9885,10720,10899,10578,141959,,,,
2014_SOUTH_CAROLINA,SC,2014,729386,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577,862750,-35045,24274,58282,55741,57025,45619,756523,,,,
2014_SOUTH_DAKOTA,SD,2014,130653,1345549,186216,413544,745789,1355439,696235,413254,68154,146035,-9890,2787,11768,10366,9441,8674,133040,,,,
2014_TENNESSEE,TN,2014,992583,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241,549104,-195101,25912,74960,75248,74883,66972,995475,,,,
2014_TEXAS,TX,2014,4949469,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490,5766846,-319908,241826,390552,390570,388428,314039,5233765,,,,
2014_UTAH,UT,2014,570423,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794,490911,20033,13142,48841,49173,46969,42163,635577,,,,
2014_VERMONT,VT,2014,87990,1895044,102434,1495453,297157,1876197,955495,553032,59714,56780,18847,5984,5768,6211,6268,6417,87311,,,,
2014_VIRGINIA,VA,2014,1273211,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387,1041633,-342582,32839,93758,95200,95558,88256,1280381,,,,
2014_WASHINGTON,WA,2014,1057773,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588,1525815,233897,12663,81212,79721,80391,87206,1073638,,,,
2014_WEST_VIRGINIA,WV,2014,280265,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824,286099,15016,15253,20860,20196,20501,18239,280310,,,,
2014_WISCONSIN,WI,2014,865119,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431,767074,75067,55831,60424,60795,62034,65954,871432,,,,
2014_WYOMING,WY,2014,92732,1772633,112709,965213,694711,1775999,865932,555761,50715,287977,-3366,564,7997,7438,6927,6133,94067,,,,
2015_ALABAMA,AL,2015,734974,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283,510091,-141577,13230,55613,55808,55792,50668,743789,231,267,217,259
2015_ALASKA,AK,2015,130755,2920986,344111,2026555,550320,2968341,1484610,1068849,92766,281914,-47355,3369,10409,10118,9400,9651,132477,236,280,213,260
2015_ARIZONA,AZ,2015,944978,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876,497662,327907,8747,79396,86594,84084,84854,1109040,238,283,215,263
2015_ARKANSAS,AR,2015,479682,5308625,581412,4075118,652095,5350543,2620399,1772639,290396,511556,-41918,16083,37509,35893,36882,32385,492132,235,275,218,259
2015_CALIFORNIA,CA,2015,6226523,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315,6373893,-117916,,530531,485885,465322,492835,6226737,232,275,213,259
2015_COLORADO,CO,2015,872320,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263,923360,90615,32224,64631,68176,65957,65317,899112,242,286,224,268
2015_CONNECTICUT,CT,2015,505366,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941,530491,557170,18385,36641,39077,40320,40321,537933,240,284,229,273
2015_DELAWARE,DE,2015,121845,2017075,137544,1142333,737198,1975093,1072395,583951,122741,103129,41982,1553,10040,10533,10090,8782,134847,239,280,224,263
2015_DISTRICT_OF_COLUMBIA,DC,2015,46155,1382282,146366,0,1235916,1360942,557345,379854,41841,381902,21340,12316,7319,5701,4430,3867,84024,231,263,212,248
2015_FLORIDA,FL,2015,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178,1681665,-305558,60122,199514,215435,206785,192877,2792234,243,275,227,263
2015_GEORGIA,GA,2015,1717805,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277,1879063,83563,46685,128788,134343,131509,109345,1757237,236,279,222,262
2015_HAWAII,HI,2015,182384,2703683,259390,2381547,62746,2521004,1377713,835930,145560,161801,182679,1586,14860,15196,13129,10741,181995,238,279,215,257
2015_IDAHO,ID,2015,274131,2167967,232449,1381205,554313,2029520,1130814,663005,108684,75680,138447,2549,20988,22812,22350,20087,292277,239,284,222,269
2015_ILLINOIS,IL,2015,2047123,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075,2056951,-313201,87589,135924,149373,150193,147993,2041779,237,282,222,267
2015_INDIANA,IN,2015,1004215,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516,948358,1078007,18529,77044,77751,79198,74952,1046757,248,287,227,268
2015_IOWA,IA,2015,505311,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267,842674,-58244,28971,39218,37030,35965,36387,508014,243,286,224,268
2015_KANSAS,KS,2015,496920,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584,963767,-183993,18773,36975,36928,35694,33667,495884,241,284,221,267
2015_KENTUCKY,KY,2015,688475,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694,600859,-6016,27144,49463,51339,49774,44659,686598,242,278,228,268
2015_LOUISIANA,LA,2015,661015,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066,780338,11480,28444,53716,54294,52480,41790,718711,234,268,216,255
2015_MAINE,ME,2015,176176,2739589,183883,1060925,1494781,2596180,1406898,910381,109541,55686,143409,5396,12835,13311,13544,14028,181613,242,285,224,268
2015_MARYLAND,MD,2015,874108,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104,1050651,608819,31034,64930,66910,63777,58493,879601,239,283,223,268
2015_MASSACHUSETTS,MA,2015,916130,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880,1034539,12866,29297,66142,70892,72176,70997,964026,251,297,235,274
2015_MICHIGAN,MI,2015,1345009,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874,967476,1283093,48961,113090,111267,113640,114700,1536231,236,278,216,264
2015_MINNESOTA,MN,2015,807044,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322,1328863,-285623,15443,63591,65362,63075,69441,864384,250,294,223,270
2015_MISSISSIPPI,MS,2015,490189,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117,407791,-32196,4867,37573,36092,35922,29561,487200,234,271,214,252
2015_MISSOURI,MO,2015,892779,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166,869078,83038,33360,67126,69134,67126,64475,919234,239,281,223,267
2015_MONTANA,MT,2015,144447,1804339,214980,851068,738291,1804841,940488,581694,80426,160885,-502,1158,11502,11659,10967,9756,145319,241,287,225,270
2015_NEBRASKA,NE,2015,312281,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067,449287,-35151,15665,23374,23366,22656,23549,316014,244,286,227,269
2015_NEVADA,NV,2015,438948,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388,205794,162334,5554,34495,36474,35802,32122,467527,234,275,214,259
2015_NEW_HAMPSHIRE,NH,2015,183039,3093061,164905,1000063,1928093,3044720,1697165,938368,75581,125475,48341,3743,11192,13639,14319,13947,182425,249,294,232,275
2015_NEW_JERSEY,NJ,2015,1339230,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558,1290946,525512,63284,91870,98565,98128,97602,1408845,245,293,229,271
2015_NEW_MEXICO,NM,2015,326297,3789651,499789,2595682,694180,3846641,1773801,1256303,154435,587243,-56990,8509,24696,25681,24957,21106,335694,231,271,207,253
2015_NEW_YORK,NY,2015,2631532,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851,4536014,-1382373,50430,198024,199866,197997,189562,2711626,237,280,223,263
2015_NORTH_CAROLINA,NC,2015,1465031,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694,698847,-913765,18565,116324,118617,117902,99258,1544934,244,281,226,261
2015_NORTH_DAKOTA,ND,2015,106061,1644533,158373,942772,543388,1804762,825445,483984,110836,303053,-160229,2213,8929,8435,7735,7459,108644,245,288,225,267
2015_OHIO,OH,2015,1600222,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732,1750785,1816932,33118,124097,127995,131692,119952,1716585,244,285,225,266
2015_OKLAHOMA,OK,2015,671715,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086,663768,-63631,41660,53462,50354,48858,42088,692878,240,275,222,263
2015_OREGON,OR,2015,570376,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968,477516,100101,,41625,44558,43067,48735,576407,238,283,220,268
2015_PENNSYLVANIA,PA,2015,1589429,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310,1663209,276540,8201,120874,130671,131505,129921,1717414,243,284,227,269
2015_RHODE_ISLAND,RI,2015,134574,2367068,184718,908963,1273387,2326473,1322055,792525,90209,50889,40595,2450,9897,10900,10945,10752,142014,238,281,225,265
2015_SOUTH_CAROLINA,SC,2015,737401,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019,928112,-23418,24654,55389,57740,56150,46909,763533,237,276,218,260
2015_SOUTH_DAKOTA,SD,2015,132836,1415149,206853,425614,782682,1464781,709363,426257,70128,222592,-49632,3112,11552,10460,9549,8616,134253,240,285,220,267
2015_TENNESSEE,TN,2015,994530,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697,553396,-106607,30352,74240,76904,73899,68585,1001235,241,278,219,265
2015_TEXAS,TX,2015,5004866,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770,6765205,-673762,243496,376824,397085,386627,323708,5301477,244,284,218,261
2015_UTAH,UT,2015,573913,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400,606254,167122,13838,48293,50918,47904,43828,647870,243,286,226,269
2015_VERMONT,VT,2015,85184,1996795,105333,1546600,344862,1969415,983532,566649,61871,58856,27380,7279,5863,5975,6173,6271,87866,243,290,230,274
2015_VIRGINIA,VA,2015,1279867,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473,1086722,-255688,33453,90942,96851,95221,90391,1283590,247,288,229,267
2015_WASHINGTON,WA,2015,1072359,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926,1601069,79304,13733,79692,82404,79483,89258,1087030,245,287,226,267
2015_WEST_VIRGINIA,WV,2015,279565,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836,232738,11420,15077,20163,19814,20426,18432,277452,235,271,216,260
2015_WISCONSIN,WI,2015,861813,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402,894823,83699,55907,58078,60999,61084,66253,867800,243,289,223,270
2015_WYOMING,WY,2015,93867,1962874,120290,1116917,725667,1942406,895910,565489,52520,409425,20468,509,7841,7551,6902,6299,94717,247,287,228,269
2016_ALABAMA,AL,2016,734652,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452,610743,-210278,14755,55474,57945,55055,52320,744930,,,,
2016_ALASKA,AK,2016,132477,2494691,307320,1613675,573696,2623014,1251738,983877,91536,255041,-128323,3246,10274,10320,9410,9740,132737,,,,
2016_ARIZONA,AZ,2016,938274,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641,528694,516023,9704,79760,89184,86312,86960,1123137,,,,
2016_ARKANSAS,AR,2016,479177,5401016,593656,4122377,684983,5434193,2658253,1802769,289916,518181,-33177,16181,36917,38598,36351,32881,493447,,,,
2016_CALIFORNIA,CA,2016,6217031,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951,6786142,3897129,80903,535379,471141,472340,484169,6309138,,,,
2016_COLORADO,CO,2016,880678,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899,880204,244747,32452,64011,69376,67659,66244,905019,,,,
2016_CONNECTICUT,CT,2016,499494,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996,620905,593242,18536,36621,39859,41128,40831,535118,,,,
2016_DELAWARE,DE,2016,121225,2043577,134412,1172219,736946,2041952,1126775,588181,130187,104579,1625,1761,9894,10612,10299,9001,136264,,,,
2016_DISTRICT_OF_COLUMBIA,DC,2016,48336,1329719,154922,0,1174797,1322563,594396,369131,43753,315283,7156,12544,7574,6295,4557,3800,85850,,,,
2016_FLORIDA,FL,2016,2776933,28125598,3147329,10963807,14014462,27945116,15212112,8286140,1841593,1983363,180482,60332,201060,212595,208336,197881,2816791,,,,
2016_GEORGIA,GA,2016,1727085,19403453,1807371,8771192,8824890,19158388,10534931,5554271,1029127,1834767,245065,47430,127056,137963,130777,111538,1764346,,,,
2016_HAWAII,HI,2016,181995,3030519,261131,2710361,59027,2733094,1468044,901508,146892,216650,297425,1648,14652,15459,13091,10574,181550,,,,
2016_IDAHO,ID,2016,274849,2266490,240322,1454830,571338,2100980,1171313,689190,111297,74932,165510,2536,21085,23765,22818,21084,297200,,,,
2016_ILLINOIS,IL,2016,2030717,32908958,2331724,12053316,18523918,33037244,17804976,10426170,992684,2015647,-128286,85018,134735,151903,150595,148457,2026718,,,,
2016_INDIANA,IN,2016,1002696,12732161,954837,7780711,3996613,11535287,5730602,3663349,565820,986746,1196874,18882,76874,78034,78029,77503,1049547,,,,
2016_IOWA,IA,2016,508014,6919477,464852,3583134,2871491,6972412,3447707,1978260,268349,889597,-52935,29307,38178,37830,36538,36567,509831,,,,
2016_KANSAS,KS,2016,495545,6069563,453922,3949517,1666124,6134836,3006786,1685306,249622,964098,-65273,19302,35750,37692,35948,33784,494347,,,,
2016_KENTUCKY,KY,2016,686440,7745928,880296,4269100,2596532,7786281,3917968,2425472,490641,736079,-40353,26902,48888,52487,50098,44668,684017,,,,
2016_LOUISIANA,LA,2016,660561,8397136,1021465,3480353,3895318,8248660,4095916,2789031,421043,577609,148476,27974,53103,56267,51612,42432,716293,,,,
2016_MAINE,ME,2016,179879,2845391,185803,1074641,1584947,2706103,1437164,938187,116281,95951,139288,5437,12650,13561,13500,13868,180512,,,,
2016_MARYLAND,MD,2016,879196,14409321,823599,6334951,7250771,13992191,7779504,4338868,397653,1055665,417130,30945,64472,69182,64522,58303,886221,,,,
2016_MASSACHUSETTS,MA,2016,921029,17484704,765043,6770086,9949575,17037880,9991819,4970289,504388,945525,446824,29633,66249,72481,72576,71002,964514,,,,
2016_MICHIGAN,MI,2016,1335713,19416061,1552824,10727785,7135452,18001445,9113469,5899097,847846,1062838,1414616,48416,115715,111742,113678,115605,1528666,,,,
2016_MINNESOTA,MN,2016,811157,12186135,634332,7887346,3664457,12848946,6548885,3016934,954208,1743709,-662811,18960,63295,67087,64856,70215,875021,,,,
2016_MISSISSIPPI,MS,2016,486245,4755399,690724,2411621,1653054,4631356,2407637,1551274,287245,335067,124043,5361,36652,39282,35049,29717,483150,,,,
2016_MISSOURI,MO,2016,891554,10893231,924655,4568867,5399709,10719882,5488433,3298811,630287,890008,173349,31808,66052,70736,67278,63744,915040,,,,
2016_MONTANA,MT,2016,145240,1800909,220340,840804,739765,1879789,973199,599074,85351,179414,-78880,1066,11678,11687,11044,9819,146375,,,,
2016_NEBRASKA,NE,2016,315542,4398811,346826,1437048,2614937,4640422,2526973,1149107,206577,641968,-241611,16467,22283,22378,23178,23597,319194,,,,
2016_NEVADA,NV,2016,441623,4482886,401323,2816911,1264652,4374249,2288790,1505591,184055,224494,108637,5426,34626,38160,35895,32940,473744,,,,
2016_NEW_HAMPSHIRE,NH,2016,179682,3150473,169166,1004753,1976554,3124778,1743022,959654,76229,137180,25695,3965,11430,13644,14167,13502,180888,,,,
2016_NEW_JERSEY,NJ,2016,1364473,30012666,1187430,11681799,17143437,29665476,15831343,9549742,1375737,1414861,347190,62149,91197,101704,100200,98490,1410421,,,,
2016_NEW_MEXICO,NM,2016,319861,3765069,506995,2591444,666630,3729397,1733158,1212080,156882,551143,35672,7430,24301,26358,24901,21423,336263,,,,
2016_NEW_YORK,NY,2016,2590945,66912661,3369803,27437593,36105265,68282026,43964520,15883500,1599317,4656189,-1369365,65600,194163,203159,200060,193375,2729776,,,,
2016_NORTH_CAROLINA,NC,2016,1462036,13448045,1557900,8287126,3603019,14207389,8060544,4102549,754102,912783,-759344,18782,114414,122411,118048,102028,1550062,,,,
2016_NORTH_DAKOTA,ND,2016,108384,1788749,155453,985365,647931,1963630,867650,474679,117979,412047,-174881,2665,8843,8678,7938,7376,109706,,,,
2016_OHIO,OH,2016,1595024,23766529,1680983,9277802,12807744,23352516,12247509,7357292,956321,1854842,414013,36148,122516,129706,131039,121467,1710143,,,,
2016_OKLAHOMA,OK,2016,672777,6103728,689756,2909651,2504321,6184152,3047217,2011100,416151,641979,-80424,41249,52194,52289,49235,42672,693903,,,,
2016_OREGON,OR,2016,574252,7418055,582560,3861438,2974057,7501954,3834741,2367410,255562,686104,-83899,,41796,46094,43950,47459,578947,,,,
2016_PENNSYLVANIA,PA,2016,1572593,31077289,1904293,11181046,17991950,30925177,16717308,8464573,1079198,1793713,152112,7859,122763,133723,133577,132246,1727497,,,,
2016_RHODE_ISLAND,RI,2016,133856,2401541,175379,940989,1285173,2358654,1340088,811796,90433,45441,42887,2498,10059,11055,10839,10044,142150,,,,
2016_SOUTH_CAROLINA,SC,2016,743320,9161667,840786,4262164,4058717,9187299,4274682,3013294,458918,1073334,-25632,25613,55424,60797,56176,48257,771250,,,,
2016_SOUTH_DAKOTA,SD,2016,134045,1455737,196644,438629,820464,1475864,730176,440580,78149,192504,-20127,3290,11643,10866,9728,8708,136302,,,,
2016_TENNESSEE,TN,2016,999265,9585331,1095415,4395757,4094159,9680512,5401812,2915193,569611,553997,-95181,27987,74667,78472,73711,68852,1001562,,,,
2016_TEXAS,TX,2016,5053291,58284155,5953348,22004299,30326508,59314884,27862199,15169007,2855527,8332612,-1030729,248116,372019,411117,392421,332969,5360849,,,,
2016_UTAH,UT,2016,580215,4952923,394060,2533573,2025290,4923657,2591600,1217100,286744,707988,29266,15280,48264,52802,49498,45277,659801,,,,
2016_VERMONT,VT,2016,87974,2112365,111891,1614518,385956,2082696,1013209,583178,56289,42911,29669,8498,5822,6194,6117,6187,88428,,,,
2016_VIRGINIA,VA,2016,1283493,16259274,1058146,6297587,8903541,16497520,8944614,5164699,643506,1161323,-238246,33281,90800,99258,95234,90500,1287026,,,,
2016_WASHINGTON,WA,2016,1083973,14964364,1097684,9211201,4655479,15253296,7087365,4904575,577606,2204059,-288932,13933,81102,86114,81039,90645,1101711,,,,
2016_WEST_VIRGINIA,WV,2016,276764,3391579,358068,1863062,1170449,3366566,1804235,1127255,236487,181392,25013,14949,19869,20324,19931,18155,273855,,,,
2016_WISCONSIN,WI,2016,857736,11697466,782610,5986763,4928093,11787535,5760418,3691439,508013,1082849,-90069,55436,57332,62408,61432,66303,864432,,,,
2016_WYOMING,WY,2016,94511,2044669,123012,1175899,745758,2034229,921494,585700,53570,454302,10440,664,7584,7642,7135,6262,94170,,,,
1986_ALABAMA,AL,1986,,,,,,,,,,,0,,53672,56939,57261,45396,733735,,,,
1987_ALABAMA,AL,1987,,,,,,,,,,,0,,54454,56671,56472,45742,729234,,,,
1988_ALABAMA,AL,1988,,,,,,,,,,,0,,54265,57531,55262,45571,724751,,,,
1989_ALABAMA,AL,1989,,,,,,,,,,,0,,55478,59944,54912,43482,723743,,,,
1990_ALABAMA,AL,1990,,,,,,,,,,,0,,54067,58666,57024,42031,721806,,253,,
1991_ALABAMA,AL,1991,,,,,,,,,,,0,,54125,58520,56607,41725,722004,,,,
2017_ALABAMA,AL,2017,,,,,,,,,,,0,15520,54985,58541,55226,52848,742444,232,268,216,258
1986_ALASKA,AK,1986,,,,,,,,,,,0,,10334,8706,7313,6753,107848,,,,
1987_ALASKA,AK,1987,,,,,,,,,,,0,1191,9759,8273,7278,7160,106869,,,,
1988_ALASKA,AK,1988,,,,,,,,,,,0,1747,8637,8517,7184,6851,106481,,,,
1989_ALASKA,AK,1989,,,,,,,,,,,0,1782,9652,9010,7572,6402,109280,,,,
1990_ALASKA,AK,1990,,,,,,,,,,,0,1713,10107,9487,7967,6486,113903,,,,
1991_ALASKA,AK,1991,,,,,,,,,,,0,1914,10405,9883,8430,6621,118680,,,,
2017_ALASKA,AK,2017,,,,,,,,,,,0,3586,10196,10398,9478,9882,132872,230,277,207,258
1986_ARIZONA,AZ,1986,,,,,,,,,,,0,,43759,40187,38060,35777,534538,,,,
1987_ARIZONA,AZ,1987,,,,,,,,,,,0,,49182,44032,40269,36513,572421,,,,
1988_ARIZONA,AZ,1988,,,,,,,,,,,0,607,48132,45518,39317,36962,574890,,,,
1989_ARIZONA,AZ,1989,,,,,,,,,,,0,877,49164,50508,42172,35618,607615,,,,
1990_ARIZONA,AZ,1990,,,,,,,,,,,0,1693,53839,53041,45802,34645,639853,,260,,
1991_ARIZONA,AZ,1991,,,,,,,,,,,0,2411,54410,54684,47200,36122,656980,,,,
2017_ARIZONA,AZ,2017,,,,,,,,,,,0,14124,79520,88092,86287,84330,1110851,234,282,215,263
1986_ARKANSAS,AR,1986,,,,,,,,,,,0,,34070,32799,34053,28729,437438,,,,
1987_ARKANSAS,AR,1987,,,,,,,,,,,0,,33695,32468,33810,29499,437036,,,,
1988_ARKANSAS,AR,1988,,,,,,,,,,,0,,34023,33777,33461,30074,436387,,,,
1989_ARKANSAS,AR,1989,,,,,,,,,,,0,,33543,34651,33353,28505,434960,,,,
1990_ARKANSAS,AR,1990,,,,,,,,,,,0,,34052,34438,34384,27734,436286,,256,,
1991_ARKANSAS,AR,1991,,,,,,,,,,,0,,33799,34496,34527,27544,438518,,,,
2017_ARKANSAS,AR,2017,,,,,,,,,,,0,16827,36942,38800,36631,33097,496085,234,274,216,260
1986_CALIFORNIA,CA,1986,,,,,,,,,,,0,,380608,325902,304787,251281,4377989,,,,
1987_CALIFORNIA,CA,1987,,,,,,,,,,,0,,392112,335078,311579,266028,4488398,,,,
1988_CALIFORNIA,CA,1988,,,,,,,,,,,0,,403237,352076,318856,257450,4618120,,,,
1989_CALIFORNIA,CA,1989,,,,,,,,,,,0,,410631,379538,330967,243023,4771978,,,,
1990_CALIFORNIA,CA,1990,,,,,,,,,,,0,,423740,399293,347479,244142,4950474,,256,,
1991_CALIFORNIA,CA,1991,,,,,,,,,,,0,,428392,412613,355168,260693,5107145,,,,
2017_CALIFORNIA,CA,2017,,,,,,,,,,,0,83853,531725,466660,474828,489221,6304266,232,277,215,263
1986_COLORADO,CO,1986,,,,,,,,,,,0,2227,45843,41114,40066,37327,558415,,,,
1987_COLORADO,CO,1987,,,,,,,,,,,0,2333,47065,41406,38541,39231,560236,,,,
1988_COLORADO,CO,1988,,,,,,,,,,,0,2396,46599,43381,39524,37538,560081,,,,
1989_COLORADO,CO,1989,,,,,,,,,,,0,3366,45412,45339,39697,34799,562755,,,,
1990_COLORADO,CO,1990,,,,,,,,,,,0,4351,46337,47341,41075,33582,574213,,267,,
1991_COLORADO,CO,1991,,,,,,,,,,,0,5358,47875,49387,42334,33108,593030,,,,
2017_COLORADO,CO,2017,,,,,,,,,,,0,33048,63574,69784,67854,68112,910280,241,286,225,270
1986_CONNECTICUT,CT,1986,,,,,,,,,,,0,3620,37432,31912,32229,34742,468847,,,,
1987_CONNECTICUT,CT,1987,,,,,,,,,,,0,3830,38426,32489,31729,34805,465465,,,,
1988_CONNECTICUT,CT,1988,,,,,,,,,,,0,3884,38689,34074,31713,32164,460637,,,,
1989_CONNECTICUT,CT,1989,,,,,,,,,,,0,4694,39264,35148,31127,29186,461560,,,,
1990_CONNECTICUT,CT,1990,,,,,,,,,,,0,5185,40594,36333,32382,27859,469123,,270,,
1991_CONNECTICUT,CT,1991,,,,,,,,,,,0,5486,40822,37381,32968,28339,481050,,,,
2017_CONNECTICUT,CT,2017,,,,,,,,,,,0,18579,36225,38873,40310,40802,531288,239,284,228,273
1986_DELAWARE,DE,1986,,,,,,,,,,,0,286,7696,6620,6880,6621,94410,,,,
1987_DELAWARE,DE,1987,,,,,,,,,,,0,281,7772,7027,6711,6867,95659,,,,
1988_DELAWARE,DE,1988,,,,,,,,,,,0,293,7876,7592,6857,6807,96678,,,,
1989_DELAWARE,DE,1989,,,,,,,,,,,0,294,7814,7864,6934,6314,97808,,,,
1990_DELAWARE,DE,1990,,,,,,,,,,,0,344,7980,8236,7256,5897,99658,,261,,
1991_DELAWARE,DE,1991,,,,,,,,,,,0,435,8137,8185,7503,5953,102196,,,,
2017_DELAWARE,DE,2017,,,,,,,,,,,0,1802,9943,10838,10216,9100,136293,236,278,221,263
1986_DISTRICT_OF_COLUMBIA,DC,1986,,,,,,,,,,,0,3405,6546,6200,6085,4230,85612,,,,
1987_DISTRICT_OF_COLUMBIA,DC,1987,,,,,,,,,,,0,3436,6579,6055,5710,4806,86435,,,,
