,State,Year,Total_Revenue,Total_Expenditure,Net,Grade_PK,Grades_All,Grade_12,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region
1355,Hawaii,1989,,,0,300.0,169493.0,9453.0,,,,,West
1356,Hawaii,1990,,,0,,171708.0,9234.0,,251.0,,,West
1357,Hawaii,1991,,,0,498.0,174747.0,9290.0,,,,,West
1358,Hawaii,2017,,,0,1582.0,180837.0,11068.0,238.0,277.0,216.0,261.0,West
1359,Idaho,1986,,,0,,208391.0,13164.0,,,,,West
1360,Idaho,1987,,,0,,212444.0,13886.0,,,,,West
1361,Idaho,1988,,,0,,214615.0,13943.0,,,,,West
1362,Idaho,1989,,,0,361.0,214932.0,13149.0,,,,,West
1363,Idaho,1990,,,0,919.0,220840.0,13095.0,,271.0,,,West
1364,Idaho,1991,,,0,1097.0,225680.0,14097.0,,,,,West
1365,Idaho,2017,,,0,2845.0,301186.0,21512.0,240.0,284.0,223.0,270.0,West
1366,Illinois,1986,,,0,25111.0,1825185.0,119627.0,,,,,Midwest
1367,Illinois,1987,,,0,24541.0,1811446.0,123049.0,,,,,Midwest
1368,Illinois,1988,,,0,26945.0,1794916.0,120267.0,,,,,Midwest
1369,Illinois,1989,,,0,29321.0,1797355.0,110514.0,,,,,Midwest
1370,Illinois,1990,,,0,34303.0,1821407.0,105541.0,,261.0,,,Midwest
1371,Illinois,1991,,,0,37039.0,1848166.0,104837.0,,,,,Midwest
1372,Illinois,2017,,,0,83664.0,2005153.0,150045.0,238.0,282.0,220.0,267.0,Midwest
1373,Indiana,1986,,,0,662.0,966780.0,66764.0,,,,,Midwest
1374,Indiana,1987,,,0,801.0,964129.0,69831.0,,,,,Midwest
1375,Indiana,1988,,,0,814.0,960994.0,69641.0,,,,,Midwest
1376,Indiana,1989,,,0,805.0,954165.0,65063.0,,,,,Midwest
1377,Indiana,1990,,,0,967.0,954525.0,62740.0,,267.0,,,Midwest
1378,Indiana,1991,,,0,2431.0,956988.0,60657.0,,,,,Midwest
1379,Indiana,2017,,,0,19198.0,1054187.0,80475.0,247.0,288.0,226.0,272.0,Midwest
1380,Iowa,1986,,,0,981.0,481286.0,36222.0,,,,,Midwest
1381,Iowa,1987,,,0,1068.0,480826.0,36965.0,,,,,Midwest
1382,Iowa,1988,,,0,3334.0,478200.0,36157.0,,,,,Midwest
1383,Iowa,1989,,,0,3417.0,478486.0,33795.0,,,,,Midwest
1384,Iowa,1990,,,0,4747.0,483652.0,30928.0,,278.0,,,Midwest
1385,Iowa,1991,,,0,5128.0,491363.0,31648.0,,,,,Midwest
1386,Iowa,2017,,,0,30454.0,511850.0,37055.0,243.0,286.0,222.0,268.0,Midwest
1387,Kansas,1986,,,0,495.0,416091.0,28218.0,,,,,Midwest
1388,Kansas,1987,,,0,641.0,421112.0,28792.0,,,,,Midwest
1389,Kansas,1988,,,0,1043.0,426596.0,28783.0,,,,,Midwest
1390,Kansas,1989,,,0,1398.0,430864.0,26918.0,,,,,Midwest
1391,Kansas,1990,,,0,1627.0,437034.0,26089.0,,,,,Midwest
1392,Kansas,1991,,,0,2072.0,445390.0,25889.0,,,,,Midwest
1393,Kansas,2017,,,0,21281.0,497088.0,34437.0,241.0,285.0,223.0,267.0,Midwest
1394,Kentucky,1986,,,0,,642778.0,38991.0,,,,,South
1395,Kentucky,1987,,,0,,642696.0,41586.0,,,,,South
1396,Kentucky,1988,,,0,,637627.0,42382.0,,,,,South
1397,Kentucky,1989,,,0,,630688.0,40186.0,,,,,South
1398,Kentucky,1990,,,0,6310.0,636401.0,37577.0,,257.0,,,South
1399,Kentucky,1991,,,0,11926.0,646024.0,36131.0,,,,,South
1400,Kentucky,2017,,,0,29493.0,680978.0,45593.0,239.0,278.0,224.0,265.0,South
1401,Louisiana,1986,,,0,1287.0,795188.0,42746.0,,,,,South
1402,Louisiana,1987,,,0,1305.0,793093.0,42745.0,,,,,South
1403,Louisiana,1988,,,0,1235.0,786683.0,41604.0,,,,,South
1404,Louisiana,1989,,,0,6659.0,783025.0,39892.0,,,,,South
1405,Louisiana,1990,,,0,7324.0,784757.0,37983.0,,246.0,,,South
1406,Louisiana,1991,,,0,8916.0,794128.0,37995.0,,,,,South
1407,Louisiana,2017,,,0,27491.0,715135.0,45114.0,229.0,267.0,212.0,257.0,South
1408,Maine,1986,,,0,889.0,211752.0,15182.0,,,,,Northeast
1409,Maine,1987,,,0,1620.0,211817.0,15567.0,,,,,Northeast
1410,Maine,1988,,,0,1761.0,212902.0,15662.0,,,,,Northeast
1411,Maine,1989,,,0,1925.0,213775.0,14552.0,,,,,Northeast
1412,Maine,1990,,,0,1801.0,215149.0,13817.0,,,,,Northeast
1413,Maine,1991,,,0,1503.0,216400.0,13861.0,,,,,Northeast
1414,Maine,2017,,,0,5617.0,180473.0,13930.0,240.0,284.0,221.0,269.0,Northeast
1415,Maryland,1986,,,0,9361.0,675747.0,47584.0,,,,,South
1416,Maryland,1987,,,0,10032.0,683797.0,48642.0,,,,,South
1417,Maryland,1988,,,0,10882.0,688947.0,47248.0,,,,,South
1418,Maryland,1989,,,0,12238.0,698806.0,43302.0,,,,,South
1419,Maryland,1990,,,0,14360.0,715176.0,40529.0,,261.0,,,South
1420,Maryland,1991,,,0,15567.0,736238.0,40512.0,,,,,South
1421,Maryland,2017,,,0,30422.0,893684.0,60186.0,241.0,281.0,225.0,267.0,South
1422,Massachusetts,1986,,,0,3702.0,833918.0,63817.0,,,,,Northeast
1423,Massachusetts,1987,,,0,4783.0,825320.0,64221.0,,,,,Northeast
1424,Massachusetts,1988,,,0,6017.0,823428.0,60588.0,,,,,Northeast
1425,Massachusetts,1989,,,0,6819.0,825588.0,55945.0,,,,,Northeast
1426,Massachusetts,1990,,,0,7567.0,834314.0,53484.0,,,,,Northeast
1427,Massachusetts,1991,,,0,9491.0,846155.0,53464.0,,,,,Northeast
1428,Massachusetts,2017,,,0,30684.0,964791.0,71684.0,249.0,297.0,236.0,278.0,Northeast
1429,Michigan,1986,,,0,8448.0,1597154.0,105620.0,,,,,Midwest
1430,Michigan,1987,,,0,4128.0,1589287.0,111126.0,,,,,Midwest
1431,Michigan,1988,,,0,9549.0,1582785.0,107398.0,,,,,Midwest
1432,Michigan,1989,,,0,10661.0,1576785.0,97713.0,,,,,Midwest
1433,Michigan,1990,,,0,10785.0,1584431.0,91769.0,,264.0,,,Midwest
1434,Michigan,1991,,,0,11157.0,1593561.0,90311.0,,,,,Midwest
1435,Michigan,2017,,,0,44258.0,1516398.0,117197.0,236.0,280.0,218.0,265.0,Midwest
1436,Minnesota,1986,,,0,6008.0,711134.0,57818.0,,,,,Midwest
1437,Minnesota,1987,,,0,5693.0,721481.0,59565.0,,,,,Midwest
1438,Minnesota,1988,,,0,5827.0,726950.0,58335.0,,,,,Midwest
1439,Minnesota,1989,,,0,7347.0,739553.0,53724.0,,,,,Midwest
1440,Minnesota,1990,,,0,7171.0,756374.0,51324.0,,275.0,,,Midwest
1441,Minnesota,1991,,,0,5549.0,773571.0,52165.0,,,,,Midwest
1442,Minnesota,2017,,,0,22692.0,884944.0,70833.0,249.0,294.0,225.0,269.0,Midwest
1443,Mississippi,1986,,,0,110.0,498639.0,28405.0,,,,,South
1444,Mississippi,1987,,,0,154.0,505550.0,30281.0,,,,,South
1445,Mississippi,1988,,,0,172.0,503326.0,29129.0,,,,,South
1446,Mississippi,1989,,,0,379.0,502020.0,27851.0,,,,,South
1447,Mississippi,1990,,,0,997.0,502417.0,26411.0,,,,,South
1448,Mississippi,1991,,,0,732.0,504127.0,25713.0,,,,,South
1449,Mississippi,2017,,,0,5732.0,478321.0,30933.0,235.0,271.0,215.0,256.0,South
1450,Missouri,1986,,,0,,800606.0,54738.0,,,,,Midwest
1451,Missouri,1987,,,0,,802060.0,54936.0,,,,,Midwest
1452,Missouri,1988,,,0,,806639.0,56218.0,,,,,Midwest
1453,Missouri,1989,,,0,,807934.0,52420.0,,,,,Midwest
1454,Missouri,1990,,,0,,816558.0,49925.0,,,,,Midwest
1455,Missouri,1991,,,0,15561.0,842965.0,49503.0,,,,,Midwest
1456,Missouri,2017,,,0,33054.0,915472.0,64283.0,240.0,281.0,223.0,266.0,Midwest
1457,Montana,1986,,,0,138.0,153327.0,10681.0,,,,,West
1458,Montana,1987,,,0,96.0,152207.0,10906.0,,,,,West
1459,Montana,1988,,,0,268.0,152191.0,10958.0,,,,,West
1460,Montana,1989,,,0,293.0,151265.0,9985.0,,,,,West
1461,Montana,1990,,,0,533.0,152974.0,9609.0,,280.0,,,West
1462,Montana,1991,,,0,437.0,155779.0,9597.0,,,,,West
1463,Montana,2017,,,0,2321.0,149474.0,9931.0,241.0,286.0,222.0,267.0,West
1464,Nebraska,1986,,,0,1487.0,267139.0,19377.0,,,,,Midwest
1465,Nebraska,1987,,,0,1478.0,268100.0,19747.0,,,,,Midwest
1466,Nebraska,1988,,,0,1509.0,269434.0,19964.0,,,,,Midwest
1467,Nebraska,1989,,,0,1917.0,270920.0,19099.0,,,,,Midwest
1468,Nebraska,1990,,,0,2062.0,274081.0,17680.0,,276.0,,,Midwest
1469,Nebraska,1991,,,0,2797.0,279552.0,18106.0,,,,,Midwest
1470,Nebraska,2017,,,0,17513.0,323766.0,24349.0,246.0,288.0,224.0,269.0,Midwest
1471,Nevada,1986,,,0,,161239.0,11023.0,,,,,West
1472,Nevada,1987,,,0,,168353.0,11604.0,,,,,West
1473,Nevada,1988,,,0,,176474.0,11916.0,,,,,West
1474,Nevada,1989,,,0,,186834.0,11297.0,,,,,West
1475,Nevada,1990,,,0,421.0,201316.0,11197.0,,,,,West
1476,Nevada,1991,,,0,795.0,211810.0,11283.0,,,,,West
1477,Nevada,2017,,,0,8908.0,485785.0,33456.0,232.0,275.0,215.0,260.0,West
1478,New Hampshire,1986,,,0,,163717.0,11641.0,,,,,Northeast
1479,New Hampshire,1987,,,0,,166045.0,12226.0,,,,,Northeast
1480,New Hampshire,1988,,,0,,169413.0,11878.0,,,,,Northeast
1481,New Hampshire,1989,,,0,738.0,171696.0,11131.0,,,,,Northeast
1482,New Hampshire,1990,,,0,696.0,172785.0,10408.0,,273.0,,,Northeast
1483,New Hampshire,1991,,,0,850.0,177138.0,10483.0,,,,,Northeast
1484,New Hampshire,2017,,,0,3907.0,179433.0,13435.0,245.0,293.0,229.0,275.0,Northeast
1485,New Jersey,1986,,,0,6054.0,1107467.0,81896.0,,,,,Northeast
1486,New Jersey,1987,,,0,6320.0,1092982.0,82653.0,,,,,Northeast
1487,New Jersey,1988,,,0,6195.0,1080871.0,78033.0,,,,,Northeast
1488,New Jersey,1989,,,0,6531.0,1076005.0,70438.0,,,,,Northeast
1489,New Jersey,1990,,,0,6998.0,1089646.0,67716.0,,270.0,,,Northeast
1490,New Jersey,1991,,,0,8261.0,1109796.0,67395.0,,,,,Northeast
1491,New Jersey,2017,,,0,64351.0,1408102.0,98845.0,248.0,292.0,233.0,275.0,Northeast
1492,New Mexico,1986,,,0,,281943.0,16794.0,,,,,West
1493,New Mexico,1987,,,0,,287229.0,16946.0,,,,,West
1494,New Mexico,1988,,,0,,292425.0,16915.0,,,,,West
1495,New Mexico,1989,,,0,,296057.0,15751.0,,,,,West
1496,New Mexico,1990,,,0,1406.0,301881.0,15454.0,,256.0,,,West
1497,New Mexico,1991,,,0,1231.0,308667.0,15923.0,,,,,West
1498,New Mexico,2017,,,0,9689.0,334345.0,21573.0,230.0,269.0,208.0,256.0,West
1499,New York,1986,,,0,18783.0,2607719.0,171545.0,,,,,Northeast
1500,New York,1987,,,0,20821.0,2594070.0,172904.0,,,,,Northeast
1501,New York,1988,,,0,25005.0,2573715.0,161593.0,,,,,Northeast
1502,New York,1989,,,0,28172.0,2565841.0,148836.0,,,,,Northeast
1503,New York,1990,,,0,29187.0,2598337.0,142514.0,,261.0,,,Northeast
1504,New York,1991,,,0,30025.0,2643993.0,141546.0,,,,,Northeast
1505,New York,2017,,,0,65558.0,2724663.0,194079.0,236.0,282.0,222.0,264.0,Northeast
1506,North Carolina,1986,,,0,778.0,1085248.0,68939.0,,,,,South
1507,North Carolina,1987,,,0,833.0,1085976.0,72339.0,,,,,South
1508,North Carolina,1988,,,0,1540.0,1083156.0,73595.0,,,,,South
1509,North Carolina,1989,,,0,1929.0,1080744.0,68194.0,,,,,South
1510,North Carolina,1990,,,0,3050.0,1086871.0,65720.0,,250.0,,,South
1511,North Carolina,1991,,,0,3925.0,1097598.0,64061.0,,,,,South
1512,North Carolina,2017,,,0,18734.0,1553513.0,105208.0,241.0,282.0,224.0,263.0,South
1513,North Dakota,1986,,,0,609.0,118703.0,8204.0,,,,,Midwest
1514,North Dakota,1987,,,0,530.0,119004.0,8704.0,,,,,Midwest
1515,North Dakota,1988,,,0,633.0,118809.0,8433.0,,,,,Midwest
1516,North Dakota,1989,,,0,682.0,117816.0,8032.0,,,,,Midwest
1517,North Dakota,1990,,,0,691.0,117825.0,7960.0,,281.0,,,Midwest
1518,North Dakota,1991,,,0,657.0,118376.0,7821.0,,,,,Midwest
1519,North Dakota,2017,,,0,2778.0,111920.0,7369.0,244.0,288.0,222.0,265.0,Midwest
1520,Ohio,1986,,,0,,1793508.0,132962.0,,,,,Midwest
1521,Ohio,1987,,,0,,1793431.0,137127.0,,,,,Midwest
1522,Ohio,1988,,,0,,1778544.0,137196.0,,,,,Midwest
1523,Ohio,1989,,,0,,1764410.0,125507.0,,,,,Midwest
1524,Ohio,1990,,,0,,1771089.0,118605.0,,264.0,,,Midwest
1525,Ohio,1991,,,0,12393.0,1783767.0,113420.0,,,,,Midwest
1526,Ohio,2017,,,0,38310.0,1704399.0,121801.0,241.0,288.0,225.0,268.0,Midwest
1527,Oklahoma,1986,,,0,2495.0,593183.0,38606.0,,,,,South
1528,Oklahoma,1987,,,0,2382.0,584212.0,40552.0,,,,,South
1529,Oklahoma,1988,,,0,2967.0,580426.0,40073.0,,,,,South
1530,Oklahoma,1989,,,0,2940.0,578580.0,37728.0,,,,,South
1531,Oklahoma,1990,,,0,2555.0,579087.0,35671.0,,263.0,,,South
1532,Oklahoma,1991,,,0,3403.0,588263.0,35684.0,,,,,South
1533,Oklahoma,2017,,,0,41727.0,695092.0,43534.0,237.0,275.0,217.0,261.0,South
1534,Oregon,1986,,,0,1617.0,449307.0,32009.0,,,,,West
1535,Oregon,1987,,,0,1514.0,455895.0,33495.0,,,,,West
1536,Oregon,1988,,,0,1285.0,461752.0,32320.0,,,,,West
1537,Oregon,1989,,,0,1254.0,472394.0,30018.0,,,,,West
1538,Oregon,1990,,,0,1254.0,472394.0,30018.0,,271.0,,,West
1539,Oregon,1991,,,0,1034.0,498614.0,30226.0,,,,,West
1540,Oregon,2017,,,0,27330.0,608014.0,47245.0,233.0,282.0,218.0,266.0,West
1541,Pennsylvania,1986,,,0,,1674161.0,126701.0,,,,,Northeast
1542,Pennsylvania,1987,,,0,,1668542.0,130812.0,,,,,Northeast
1543,Pennsylvania,1988,,,0,,1659714.0,124572.0,,,,,Northeast
1544,Pennsylvania,1989,,,0,2445.0,1655279.0,115400.0,,,,,Northeast
1545,Pennsylvania,1990,,,0,2846.0,1667834.0,108592.0,,266.0,,,Northeast
1546,Pennsylvania,1991,,,0,3108.0,1692797.0,107758.0,,,,,Northeast
1547,Pennsylvania,2017,,,0,8498.0,1726809.0,133091.0,242.0,286.0,225.0,270.0,Northeast
1548,Rhode Island,1986,,,0,372.0,134690.0,9396.0,,,,,Northeast
1549,Rhode Island,1987,,,0,303.0,134800.0,9558.0,,,,,Northeast
1550,Rhode Island,1988,,,0,358.0,133585.0,8954.0,,,,,Northeast
1551,Rhode Island,1989,,,0,336.0,135729.0,8346.0,,,,,Northeast
1552,Rhode Island,1990,,,0,364.0,138813.0,8167.0,,260.0,,,Northeast
1553,Rhode Island,1991,,,0,369.0,142144.0,8277.0,,,,,Northeast
1554,Rhode Island,2017,,,0,2477.0,142949.0,10295.0,238.0,277.0,223.0,266.0,Northeast
1555,South Carolina,1986,,,0,,611629.0,36064.0,,,,,South
1556,South Carolina,1987,,,0,,614921.0,38596.0,,,,,South
1557,South Carolina,1988,,,0,,615774.0,39348.0,,,,,South
1558,South Carolina,1989,,,0,,616177.0,36621.0,,,,,South
1559,South Carolina,1990,,,0,,622112.0,35393.0,,,,,South
1560,South Carolina,1991,,,0,,627470.0,34638.0,,,,,South
1561,South Carolina,2017,,,0,27006.0,777507.0,50100.0,234.0,275.0,213.0,260.0,South
1562,South Dakota,1986,,,0,925.0,125458.0,8346.0,,,,,Midwest
1563,South Dakota,1987,,,0,367.0,126817.0,8829.0,,,,,Midwest
1564,South Dakota,1988,,,0,376.0,126910.0,8685.0,,,,,Midwest
1565,South Dakota,1989,,,0,214.0,127329.0,8248.0,,,,,Midwest
1566,South Dakota,1990,,,0,547.0,129164.0,7758.0,,,,,Midwest
1567,South Dakota,1991,,,0,531.0,131576.0,7692.0,,,,,Midwest
1568,South Dakota,2017,,,0,3393.0,137823.0,8783.0,242.0,286.0,222.0,267.0,Midwest
1569,Tennessee,1986,,,0,992.0,818073.0,49945.0,,,,,South
1570,Tennessee,1987,,,0,,823783.0,53219.0,,,,,South
1571,Tennessee,1988,,,0,,821580.0,53700.0,,,,,South
1572,Tennessee,1989,,,0,,819660.0,50851.0,,,,,South
1573,Tennessee,1990,,,0,,824595.0,49050.0,,,,,South
1574,Tennessee,1991,,,0,,833651.0,49011.0,,,,,South
1575,Tennessee,2017,,,0,28379.0,1001967.0,69498.0,237.0,279.0,219.0,262.0,South
1576,Texas,1986,,,0,62804.0,3209515.0,187279.0,,,,,South
1577,Texas,1987,,,0,70739.0,3236787.0,182734.0,,,,,South
1578,Texas,1988,,,0,77548.0,3283707.0,201762.0,,,,,South
1579,Texas,1989,,,0,82711.0,3328514.0,192963.0,,,,,South
1580,Texas,1990,,,0,92172.0,3382887.0,178390.0,,258.0,,,South
1581,Texas,1991,,,0,102371.0,3464371.0,177332.0,,,,,South
1582,Texas,2017,,,0,256222.0,5401341.0,345243.0,241.0,282.0,215.0,260.0,South
1583,Utah,1986,,,0,,415994.0,23782.0,,,,,West
1584,Utah,1987,,,0,,423386.0,25076.0,,,,,West
1585,Utah,1988,,,0,1568.0,431119.0,25911.0,,,,,West
1586,Utah,1989,,,0,2792.0,438554.0,24971.0,,,,,West
1587,Utah,1990,,,0,1920.0,446652.0,26263.0,,,,,West
1588,Utah,1991,,,0,2212.0,456430.0,27575.0,,,,,West
1589,Utah,2017,,,0,15904.0,668274.0,46516.0,242.0,287.0,225.0,269.0,West
1590,Vermont,1986,,,0,281.0,92112.0,6158.0,,,,,Northeast
1591,Vermont,1987,,,0,,92755.0,6380.0,,,,,Northeast
1592,Vermont,1988,,,0,,93381.0,6199.0,,,,,Northeast
1593,Vermont,1989,,,0,480.0,94779.0,5719.0,,,,,Northeast
1594,Vermont,1990,,,0,681.0,95762.0,5424.0,,,,,Northeast
1595,Vermont,1991,,,0,1577.0,97137.0,5529.0,,,,,Northeast
1596,Vermont,2017,,,0,8818.0,88028.0,5907.0,241.0,288.0,226.0,273.0,Northeast
1597,Virginia,1986,,,0,1462.0,975135.0,68104.0,,,,,South
1598,Virginia,1987,,,0,1798.0,979417.0,69422.0,,,,,South
1599,Virginia,1988,,,0,1610.0,982393.0,68064.0,,,,,South
1600,Virginia,1989,,,0,1569.0,985346.0,63501.0,,,,,South
1601,Virginia,1990,,,0,1609.0,998601.0,61328.0,,264.0,,,South
1602,Virginia,1991,,,0,1825.0,1016204.0,61566.0,,,,,South
1603,Virginia,2017,,,0,33617.0,1291462.0,93121.0,248.0,290.0,228.0,268.0,South
1604,Washington,1986,,,0,1996.0,761428.0,56690.0,,,,,West
1605,Washington,1987,,,0,2071.0,775755.0,58477.0,,,,,West
1606,Washington,1988,,,0,3078.0,790918.0,57921.0,,,,,West
1607,Washington,1989,,,0,3081.0,810232.0,53840.0,,,,,West
1608,Washington,1990,,,0,3285.0,839709.0,51856.0,,,,,West
1609,Washington,1991,,,0,3674.0,869327.0,53038.0,,,,,West
1610,Washington,2017,,,0,15754.0,1110367.0,91892.0,242.0,289.0,223.0,272.0,West
1611,West Virginia,1986,,,0,501.0,351837.0,22845.0,,,,,South
1612,West Virginia,1987,,,0,508.0,344236.0,23296.0,,,,,South
1613,West Virginia,1988,,,0,654.0,335912.0,23488.0,,,,,South
1614,West Virginia,1989,,,0,407.0,327540.0,22831.0,,,,,South
1615,West Virginia,1990,,,0,610.0,322389.0,22045.0,,256.0,,,South
1616,West Virginia,1991,,,0,1779.0,320249.0,21611.0,,,,,South
1617,West Virginia,2017,,,0,16665.0,272266.0,18277.0,236.0,273.0,217.0,259.0,South
1618,Wisconsin,1986,,,0,10710.0,767819.0,61122.0,,,,,Midwest
1619,Wisconsin,1987,,,0,11074.0,772363.0,63351.0,,,,,Midwest
1620,Wisconsin,1988,,,0,11502.0,774857.0,60725.0,,,,,Midwest
1621,Wisconsin,1989,,,0,12508.0,782905.0,56022.0,,,,,Midwest
1622,Wisconsin,1990,,,0,13265.0,797621.0,54562.0,,274.0,,,Midwest
1623,Wisconsin,1991,,,0,13791.0,814671.0,53734.0,,,,,Midwest
1624,Wisconsin,2017,,,0,55186.0,860753.0,67026.0,240.0,288.0,220.0,269.0,Midwest
1625,Wyoming,1986,,,0,,100955.0,6429.0,,,,,West
1626,Wyoming,1987,,,0,,98455.0,6741.0,,,,,West
1627,Wyoming,1988,,,0,,97793.0,6753.0,,,,,West
1628,Wyoming,1989,,,0,,97172.0,6281.0,,,,,West
1629,Wyoming,1990,,,0,,98226.0,6245.0,,272.0,,,West
1630,Wyoming,1991,,,0,1505.0,102074.0,6425.0,,,,,West
1631,Wyoming,2017,,,0,671.0,94258.0,6405.0,248.0,289.0,227.0,269.0,West
1632,Alabama,2019,,,0,,,,230.0,269.0,212.0,253.0,South
1633,Alaska,2019,,,0,,,,232.0,274.0,204.0,252.0,West
1634,Arizona,2019,,,0,,,,238.0,280.0,216.0,259.0,West
1635,Arkansas,2019,,,0,,,,233.0,274.0,215.0,259.0,South
1636,California,2019,,,0,,,,235.0,276.0,216.0,259.0,West
1637,Colorado,2019,,,0,,,,242.0,285.0,225.0,267.0,West
1638,Connecticut,2019,,,0,,,,243.0,286.0,224.0,270.0,Northeast
1639,Delaware,2019,,,0,,,,239.0,277.0,218.0,260.0,South
1641,Florida,2019,,,0,,,,246.0,279.0,225.0,263.0,South
1642,Georgia,2019,,,0,,,,238.0,279.0,218.0,262.0,South
1643,Hawaii,2019,,,0,,,,239.0,275.0,218.0,258.0,West
1644,Idaho,2019,,,0,,,,242.0,286.0,223.0,266.0,West
1645,Illinois,2019,,,0,,,,237.0,283.0,218.0,265.0,Midwest
1646,Indiana,2019,,,0,,,,245.0,286.0,222.0,266.0,Midwest
1647,Iowa,2019,,,0,,,,241.0,282.0,221.0,262.0,Midwest
1648,Kansas,2019,,,0,,,,239.0,282.0,219.0,263.0,Midwest
1649,Kentucky,2019,,,0,,,,239.0,278.0,221.0,263.0,South
1650,Louisiana,2019,,,0,,,,231.0,272.0,210.0,257.0,South
1651,Maine,2019,,,0,,,,241.0,282.0,221.0,265.0,Northeast
1652,Maryland,2019,,,0,,,,239.0,280.0,220.0,264.0,South
1653,Massachusetts,2019,,,0,,,,247.0,294.0,231.0,273.0,Northeast
1654,Michigan,2019,,,0,,,,236.0,280.0,218.0,263.0,Midwest
1655,Minnesota,2019,,,0,,,,248.0,291.0,222.0,264.0,Midwest
1656,Mississippi,2019,,,0,,,,241.0,274.0,219.0,256.0,South
1657,Missouri,2019,,,0,,,,238.0,281.0,218.0,263.0,Midwest
1658,Montana,2019,,,0,,,,241.0,284.0,222.0,265.0,West
1659,Nebraska,2019,,,0,,,,244.0,285.0,222.0,264.0,Midwest
1660,Nevada,2019,,,0,,,,236.0,274.0,218.0,258.0,West
1661,New Hampshire,2019,,,0,,,,245.0,287.0,224.0,268.0,Northeast
1662,New Jersey,2019,,,0,,,,246.0,292.0,227.0,270.0,Northeast
1663,New Mexico,2019,,,0,,,,231.0,269.0,208.0,252.0,West
1664,New York,2019,,,0,,,,237.0,280.0,220.0,262.0,Northeast
1665,North Carolina,2019,,,0,,,,241.0,284.0,221.0,263.0,South
1666,North Dakota,2019,,,0,,,,243.0,286.0,221.0,263.0,Midwest
1667,Ohio,2019,,,0,,,,241.0,286.0,222.0,267.0,Midwest
1668,Oklahoma,2019,,,0,,,,237.0,276.0,216.0,258.0,South
1669,Oregon,2019,,,0,,,,236.0,280.0,218.0,264.0,West
1670,Pennsylvania,2019,,,0,,,,244.0,285.0,223.0,264.0,Northeast
1671,Rhode Island,2019,,,0,,,,239.0,276.0,220.0,262.0,Northeast
1672,South Carolina,2019,,,0,,,,237.0,276.0,216.0,259.0,South
1673,South Dakota,2019,,,0,,,,241.0,287.0,222.0,263.0,Midwest
1674,Tennessee,2019,,,0,,,,240.0,280.0,219.0,262.0,South
1675,Texas,2019,,,0,,,,244.0,280.0,216.0,256.0,South
1676,Utah,2019,,,0,,,,244.0,285.0,225.0,267.0,West
1677,Vermont,2019,,,0,,,,239.0,287.0,222.0,268.0,Northeast
1678,Virginia,2019,,,0,,,,247.0,287.0,224.0,262.0,South
1679,Washington,2019,,,0,,,,240.0,286.0,220.0,266.0,West
1680,West Virginia,2019,,,0,,,,231.0,272.0,213.0,256.0,South
1681,Wisconsin,2019,,,0,,,,242.0,289.0,220.0,267.0,Midwest
1682,Wyoming,2019,,,0,,,,246.0,286.0,227.0,265.0,West
