,Primary_Key,State,Year,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region,,,
1014,2011_VERMONT,Vermont,2011,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655,-36016,5559,6062,6158,6646,6930,89908,247,294,227,274,Northeast,,,
1015,2011_VIRGINIA,Virginia,2011,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067,-20470,31805,95574,93770,93361,89324,1257883,245,289,226,267,South,,,
1016,2011_WASHINGTON,Washington,2011,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334,-22467,12268,78014,77051,78891,84089,1045453,243,288,221,268,West,,,
1017,2011_WEST_VIRGINIA,West Virginia,2011,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866,269242,-194477,15280,21172,20748,20778,18498,282870,235,273,214,256,South,,,
1018,2011_WISCONSIN,Wisconsin,2011,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918,223585,54438,60875,60094,61413,68392,871105,245,289,221,267,Midwest,,,
1019,2011_WYOMING,Wyoming,2011,1650621,154955,878979,616687,1656850,825783,528352,52046,234408,-6229,518,7873,6790,6796,6178,90099,244,288,224,270,West,,,
1020,2012_ALABAMA,Alabama,2012,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658,580949,-85212,9032,59428,55859,58151,48945,744637,,,,,South,,,
1021,2012_ALASKA,Alaska,2012,2383402,352005,1507913,523484,2483320,1255757,947153,82607,145219,-99918,3131,10569,9756,9806,9696,131489,,,,,West,,,
1022,2012_ARIZONA,Arizona,2012,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929,699033,-119864,9304,86265,83892,82769,81751,1089384,,,,,West,,,
1023,2012_ARKANSAS,Arkansas,2012,5169926,666267,3823172,680487,5299969,2548056,1683928,277927,612420,-130043,14290,40463,36140,36607,30734,486157,,,,,South,,,
1024,2012_CALIFORNIA,California,2012,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344,6736656,-1175485,74360,489274,468007,465967,496754,6299451,,,,,West,,,
1025,2012_COLORADO,Colorado,2012,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940,697434,143473,30375,66951,65921,62260,62503,863561,,,,,West,,,
1026,2012_CONNECTICUT,Connecticut,2012,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177,637389,279571,16393,39410,40895,42020,40743,550954,,,,,Northeast,,,
1027,2012_DELAWARE,Delaware,2012,1855867,183793,1090060,582014,1915966,1053066,531313,105134,149584,-60099,1291,10128,10089,9716,8365,129026,,,,,South,,,
1029,2012_FLORIDA,Florida,2012,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628,1837264,-1212781,55124,210489,195358,204116,183193,2692162,,,,,South,,,
1030,2012_GEORGIA,Georgia,2012,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885,1566020,159685,45252,136837,128538,128432,101078,1703332,,,,,South,,,
1031,2012_HAWAII,Hawaii,2012,2535038,318728,2161254,55056,2344733,1262938,814511,143188,124096,190305,1509,17497,14572,12791,10721,184760,,,,,West,,,
1032,2012_IDAHO,Idaho,2012,1981482,266087,1238989,476406,1911706,1073312,609786,102831,69239,69776,2683,22409,21884,21670,19130,284834,,,,,West,,,
1033,2012_ILLINOIS,Illinois,2012,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171,2032447,832478,81475,147315,151409,152505,146273,2072880,,,,,Midwest,,,
1034,2012_INDIANA,Indiana,2012,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782,894450,1043526,9114,80681,75678,79908,74886,1041369,,,,,Midwest,,,
1035,2012_IOWA,Iowa,2012,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935,900591,5881,27729,41381,35492,35694,36254,499825,,,,,Midwest,,,
1036,2012_KANSAS,Kansas,2012,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158,662722,-2095,18475,38379,36167,35447,32810,489043,,,,,Midwest,,,
1037,2012_KENTUCKY,Kentucky,2012,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906,764062,-252099,26753,53875,50583,50259,44032,685167,,,,,South,,,
1038,2012_LOUISIANA,Louisiana,2012,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580,777379,-26574,29426,58691,57434,52507,40179,710903,,,,,South,,,
1039,2012_MAINE,Maine,2012,2611056,239982,1012326,1358748,2625759,1376755,887596,108121,131394,-14703,4890,13727,13345,14127,14462,185739,,,,,Northeast,,,
1040,2012_MARYLAND,Maryland,2012,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683,1139120,540772,29671,66896,63703,60908,59978,859638,,,,,South,,,
1041,2012_MASSACHUSETTS,Massachusetts,2012,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588,1159931,67395,28245,69669,70952,72048,67856,954773,,,,,Northeast,,,
1042,2012_MICHIGAN,Michigan,2012,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829,1200582,558492,36769,107986,112068,117640,118564,1555370,,,,,Midwest,,,
1043,2012_MINNESOTA,Minnesota,2012,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218,1034162,-14739,14695,65745,62523,62335,70510,845404,,,,,Midwest,,,
1044,2012_MISSISSIPPI,Mississippi,2012,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636,329375,54558,4026,43208,36663,36745,29676,493650,,,,,South,,,
1045,2012_MISSOURI,Missouri,2012,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027,891474,112005,29684,71778,67493,68057,64151,917900,,,,,Midwest,,,
1046,2012_MONTANA,Montana,2012,1628318,214164,761029,653125,1652537,888206,536815,73808,117001,-24219,1321,11709,10861,10895,9784,142908,,,,,West,,,
1047,2012_NEBRASKA,Nebraska,2012,3764056,366016,1166374,2231666,3880517,2247992,984922,165408,374671,-116461,13831,22095,22583,21438,23152,303505,,,,,Midwest,,,
1048,2012_NEVADA,Nevada,2012,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943,321145,-55761,4599,35008,33462,34192,31939,445707,,,,,West,,,
1049,2012_NEW_HAMPSHIRE,New Hampshire,2012,2963221,187243,1029325,1746653,2961684,1654634,868513,78190,160056,1537,3260,11892,13907,14784,14600,188974,,,,,Northeast,,,
1050,2012_NEW_JERSEY,New Jersey,2012,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029,940577,1141876,35128,94830,98152,100052,97048,1372203,,,,,Northeast,,,
1051,2012_NEW_MEXICO,New Mexico,2012,3478709,491732,2380982,605995,3616691,1688871,1097238,142740,615427,-137982,7509,27662,25474,25177,20559,338220,,,,,West,,,
1052,2012_NEW_YORK,New York,2012,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478,4094920,-1235348,48712,202670,198361,200642,192112,2710703,,,,,Northeast,,,
1053,2012_NORTH_CAROLINA,North Carolina,2012,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796,728580,-629585,30329,121389,116264,115147,94648,1518465,,,,,South,,,
1054,2012_NORTH_DAKOTA,North Dakota,2012,1345371,160050,658255,527066,1380563,685786,368323,93834,160904,-35192,1848,8578,7380,7500,7347,101111,,,,,Midwest,,,
1055,2012_OHIO,Ohio,2012,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456,2416140,136829,27558,131874,129295,133955,117623,1729916,,,,,Midwest,,,
1056,2012_OKLAHOMA,Oklahoma,2012,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999,496119,230096,42154,55115,49274,47856,39407,673483,,,,,South,,,
1057,2012_OREGON,Oregon,2012,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474,448562,-189220,23850,42642,42401,43578,46723,587564,,,,,West,,,
1058,2012_PENNSYLVANIA,Pennsylvania,2012,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594,1735626,29650,10109,129624,131315,136775,136357,1763677,,,,,Northeast,,,
1059,2012_RHODE_ISLAND,Rhode Island,2012,2208278,204682,779000,1224596,2190431,1272285,727287,95213,33633,17847,2068,10786,10831,9971,10509,142481,,,,,Northeast,,,
1060,2012_SOUTH_CAROLINA,South Carolina,2012,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649,869025,-58670,23786,58641,54058,55365,44755,735998,,,,,South,,,
1061,2012_SOUTH_DAKOTA,South Dakota,2012,1298723,212615,395054,691054,1296971,649023,379791,63166,172398,1752,3117,11901,9657,9408,8816,130471,,,,,Midwest,,,
1062,2012_TENNESSEE,Tennessee,2012,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174,671532,-273298,27096,81186,74425,74459,66299,993496,,,,,South,,,
1063,2012_TEXAS,Texas,2012,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013,5538370,-235561,250911,390636,378750,366857,305425,5077659,,,,,South,,,
1064,2012_UTAH,Utah,2012,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499,666528,-113057,12329,50378,48362,45387,40774,613279,,,,,West,,,
1065,2012_VERMONT,Vermont,2012,1754161,124451,1372320,257390,1726321,904254,518561,54031,45788,27840,5705,6273,6133,6541,6756,89624,,,,,Northeast,,,
1066,2012_VIRGINIA,Virginia,2012,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769,1078796,-188985,32852,96935,94005,93787,88971,1265419,,,,,South,,,
1067,2012_WASHINGTON,Washington,2012,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816,1552074,-232307,12466,80789,78244,79272,84981,1051694,,,,,West,,,
1068,2012_WEST_VIRGINIA,West Virginia,2012,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973,245082,433970,15781,21785,20181,20521,18703,283044,,,,,South,,,
1069,2012_WISCONSIN,Wisconsin,2012,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104,449246,415590,55008,62422,60670,61857,67130,872436,,,,,Midwest,,,
1070,2012_WYOMING,Wyoming,2012,1664983,144728,851896,668359,1670728,845801,540510,53299,213245,-5745,540,8131,7127,6874,6046,91533,,,,,West,,,
1071,2013_ALABAMA,Alabama,2013,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737,643522,-290302,9415,59757,55719,58799,48965,746204,233,269,219,257,South,,,
1072,2013_ALASKA,Alaska,2013,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505,-120816,3247,10632,9722,9677,9500,130944,236,282,209,261,West,,,
1073,2013_ARIZONA,Arizona,2013,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750,558466,563743,8791,86258,84282,83849,84291,1102445,240,280,213,260,West,,,
1074,2013_ARKANSAS,Arkansas,2013,5067546,572096,3847045,648405,5226339,2545564,1694335,281692,533975,-158793,14984,39900,36321,36660,31646,489979,240,278,219,262,South,,,
1075,2013_CALIFORNIA,California,2013,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759,6160059,-858603,75951,506831,470515,472381,498403,6312623,234,276,213,262,West,,,
1076,2013_COLORADO,Colorado,2013,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228,758041,127743,31741,67225,66140,63820,62836,876999,247,290,227,271,West,,,
1077,2013_CONNECTICUT,Connecticut,2013,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881,487318,560511,16922,38274,39810,41460,40775,546200,243,285,230,274,Northeast,,,
1078,2013_DELAWARE,Delaware,2013,1930466,151096,1124112,655258,1924626,1030897,560882,97722,157935,5840,1413,10488,10069,9993,8536,131687,243,282,226,266,South,,,
1080,2013_FLORIDA,Florida,2013,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414,1411455,-563852,56470,209318,198411,206698,183422,2720744,242,281,227,266,South,,,
1081,2013_GEORGIA,Georgia,2013,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291,1632844,142000,45427,136658,129329,131295,103094,1723909,240,279,222,265,South,,,
1082,2013_HAWAII,Hawaii,2013,2331770,310778,1962923,58069,2345917,1283872,770643,144746,146656,-14147,1577,17561,14810,13228,10925,186825,243,281,215,260,West,,,
1083,2013_IDAHO,Idaho,2013,2015534,237912,1278155,499467,1967676,1113400,631575,107264,62882,47858,4081,23396,22803,21991,21063,296476,241,286,219,270,West,,,
1084,2013_ILLINOIS,Illinois,2013,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182,1942608,540055,80953,145117,152779,154578,144566,2066990,239,285,219,267,Midwest,,,
1085,2013_INDIANA,Indiana,2013,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250,862576,1025558,14586,80611,77584,80754,75871,1047385,249,288,225,267,Midwest,,,
1086,2013_IOWA,Iowa,2013,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025,783793,-36896,28075,41240,35617,36238,36258,502964,246,285,224,269,Midwest,,,
1087,2013_KANSAS,Kansas,2013,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032,616590,46200,18746,38534,36435,36457,32989,496440,246,290,223,267,Midwest,,,
1088,2013_KENTUCKY,Kentucky,2013,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079,729064,-197721,27142,52267,49770,50203,43732,677389,241,281,224,270,South,,,
1089,2013_LOUISIANA,Louisiana,2013,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167,644212,180299,29319,57377,56770,54842,41118,711491,231,273,210,257,South,,,
1090,2013_MAINE,Maine,2013,2650346,196466,1029166,1424714,2535405,1351259,867538,116847,70345,114941,5004,13451,13550,13975,13964,183995,246,289,225,269,Northeast,,,
1091,2013_MARYLAND,Maryland,2013,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919,955586,530090,29811,67548,64629,62322,59114,866169,245,287,232,274,South,,,
1092,2013_MASSACHUSETTS,Massachusetts,2013,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050,1283156,-87122,28189,69853,70862,72116,67429,955739,253,301,232,277,Northeast,,,
1093,2013_MICHIGAN,Michigan,2013,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456,962506,802063,40660,106166,113420,118440,116607,1548841,237,280,217,266,Midwest,,,
1094,2013_MINNESOTA,Minnesota,2013,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969,1016760,-93299,14556,65618,63979,62899,69090,850973,253,295,227,271,Midwest,,,
1095,2013_MISSISSIPPI,Mississippi,2013,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089,285801,74014,4329,41948,36959,37896,29412,492586,231,271,209,253,South,,,
1096,2013_MISSOURI,Missouri,2013,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933,833040,101826,30339,70845,67908,68401,63718,918288,240,283,222,267,Midwest,,,
1097,2013_MONTANA,Montana,2013,1671053,210593,788329,672131,1679521,907018,545326,74629,111496,-8468,1440,12038,11028,10635,9912,144129,244,289,223,272,West,,,
1098,2013_NEBRASKA,Nebraska,2013,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033,298231,-42874,14457,24025,23097,22089,22968,307677,243,285,223,269,Midwest,,,
1099,2013_NEVADA,Nevada,2013,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814,222161,74357,4707,35073,33827,34541,31450,451831,236,278,214,262,West,,,
1100,2013_NEW_HAMPSHIRE,New Hampshire,2013,2976317,163890,1020089,1792338,2878534,1642945,879507,76488,72588,97783,3464,11615,13953,14690,14140,186310,253,296,232,274,Northeast,,,
1101,2013_NEW_JERSEY,New Jersey,2013,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744,933676,-109804,36024,92017,98832,99950,95646,1370295,247,296,229,276,Northeast,,,
1102,2013_NEW_MEXICO,New Mexico,2013,3518621,519318,2401884,597419,3536546,1709797,1096508,145330,514077,-17925,7865,27368,25597,25062,20133,339244,233,273,206,256,West,,,
1103,2013_NEW_YORK,New York,2013,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376,3982327,-882032,48968,201930,196988,203267,190081,2732770,240,282,224,266,Northeast,,,
1104,2013_NORTH_CAROLINA,North Carolina,2013,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037,653058,-921134,30978,122209,108034,117965,96453,1530857,245,286,222,265,South,,,
1105,2013_NORTH_DAKOTA,North Dakota,2013,1405349,145905,685348,574096,1516575,718970,400607,94995,224615,-111226,2054,8822,7824,7352,7389,103947,246,291,224,268,Midwest,,,
1106,2013_OHIO,Ohio,2013,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885,1998557,520719,28477,131003,128668,135042,114607,1724111,246,290,224,269,Midwest,,,
1107,2013_OKLAHOMA,Oklahoma,2013,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107,557341,81166,42770,54923,49603,48583,39498,681848,239,276,217,262,South,,,
1108,2013_OREGON,Oregon,2013,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499,343353,-150699,25902,42728,42858,43522,47075,593000,240,284,219,268,West,,,
1109,2013_PENNSYLVANIA,Pennsylvania,2013,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563,1501024,-10473,8499,129360,132216,137287,135583,1755236,244,290,226,272,Northeast,,,
1110,2013_RHODE_ISLAND,Rhode Island,2013,2282659,193393,841875,1247391,2231413,1265936,765178,96721,35089,51246,2242,10490,11037,10293,10403,142008,241,284,223,267,Northeast,,,
1111,2013_SOUTH_CAROLINA,South Carolina,2013,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662,853410,29667,24295,58226,54672,56762,44624,745657,237,280,214,261,South,,,
1112,2013_SOUTH_DAKOTA,South Dakota,2013,1316613,194731,408009,713873,1332496,663258,390637,64999,179586,-15883,2865,11898,9842,9531,8485,130890,241,287,218,268,Midwest,,,
1113,2013_TENNESSEE,Tennessee,2013,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815,564756,-240203,25756,78601,74401,74909,65854,993556,240,278,220,265,South,,,
1114,2013_TEXAS,Texas,2013,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417,5472152,-940187,248150,391731,383586,379786,309069,5153702,242,288,217,264,South,,,
1115,2013_UTAH,Utah,2013,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365,698249,-283831,12373,50386,49041,46409,41327,625461,243,284,223,270,West,,,
1116,2013_VERMONT,Vermont,2013,1817307,114697,1431621,270989,1809138,935593,538854,57026,55825,8169,5667,6215,6159,6332,6545,88690,248,295,228,274,Northeast,,,
1117,2013_VIRGINIA,Virginia,2013,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080,1089417,-312600,33166,96058,95625,95778,88709,1273825,246,288,229,268,South,,,
1118,2013_WASHINGTON,Washington,2013,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261,1443002,144682,11957,81559,78929,79953,84710,1058936,246,290,225,272,West,,,
1119,2013_WEST_VIRGINIA,West Virginia,2013,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073,284685,-2511,15472,21541,20418,20634,18299,280958,237,274,215,257,South,,,
1120,2013_WISCONSIN,Wisconsin,2013,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850,521352,252388,56777,61522,61393,62721,66346,874414,245,289,221,268,Midwest,,,
1121,2013_WYOMING,Wyoming,2013,1695967,113501,881114,701352,1675477,846872,546422,52001,213920,20490,514,8141,7086,6867,6176,92732,247,288,226,271,West,,,
1122,2014_ALABAMA,Alabama,2014,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642,580934,-230470,11076,57939,55479,57471,49929,744164,,,,,South,,,
1123,2014_ALASKA,Alaska,2014,2663647,309525,1824373,529749,2727056,1346457,982843,86314,269107,-63409,3074,10559,9812,9653,9671,131176,,,,,West,,,
1124,2014_ARIZONA,Arizona,2014,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316,678228,252248,8839,83241,85535,84596,84913,1111695,,,,,West,,,
1125,2014_ARKANSAS,Arkansas,2014,5193218,552738,4006889,633591,5242672,2609867,1753929,282078,424314,-49454,14834,38503,35922,36788,32428,490917,,,,,South,,,
1126,2014_CALIFORNIA,California,2014,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789,6124103,-117684,76641,511985,475192,467038,496901,6312161,,,,,West,,,
1127,2014_COLORADO,Colorado,2014,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620,932776,-124220,31663,66068,66809,65116,63001,889006,,,,,West,,,
1128,2014_CONNECTICUT,Connecticut,2014,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615,447290,542419,17987,37654,39699,41165,40018,542678,,,,,Northeast,,,
1129,2014_DELAWARE,Delaware,2014,1954374,133055,1137764,683555,1988535,1050647,582448,103583,171618,-34161,1520,10205,10278,10035,8688,134042,,,,,South,,,
1131,2014_FLORIDA,Florida,2014,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820,1468023,-446196,58613,204552,202424,210397,189545,2756944,,,,,South,,,
1132,2014_GEORGIA,Georgia,2014,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343,1642099,153268,46150,133616,131377,133128,106405,1744437,,,,,South,,,
1133,2014_HAWAII,Hawaii,2014,2696766,286988,2354601,55177,2504144,1386369,798677,145898,173200,192622,1489,11661,15221,12587,10644,182384,,,,,West,,,
1134,2014_IDAHO,Idaho,2014,2084970,232593,1319582,532795,2012852,1108768,650395,109175,91323,72118,2597,21509,22799,22407,19879,290885,,,,,West,,,
1135,2014_ILLINOIS,Illinois,2014,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999,1999969,4752,79349,139729,149399,153054,147588,2050239,,,,,Midwest,,,
1136,2014_INDIANA,Indiana,2014,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178,889924,1263357,16206,78861,75552,82669,74952,1046269,,,,,Midwest,,,
1137,2014_IOWA,Iowa,2014,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833,801317,-85625,28884,39923,36072,35827,36091,505311,,,,,Midwest,,,
1138,2014_KANSAS,Kansas,2014,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811,813093,-143969,19104,37524,36435,36140,32731,497275,,,,,Midwest,,,
1139,2014_KENTUCKY,Kentucky,2014,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067,620745,-116362,27345,51876,50300,51246,43862,688640,,,,,South,,,
1140,2014_LOUISIANA,Louisiana,2014,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510,706668,212054,28200,56119,54030,52835,40610,716800,,,,,South,,,
1141,2014_MAINE,Maine,2014,2675648,182961,1032280,1460407,2550302,1369822,886844,109348,66571,125346,5038,13274,13488,13805,13777,182470,,,,,Northeast,,,
1142,2014_MARYLAND,Maryland,2014,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048,1131199,269705,30385,66200,65382,61747,58624,874514,,,,,South,,,
1143,2014_MASSACHUSETTS,Massachusetts,2014,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065,1028761,90821,28375,67670,69922,72190,68038,955844,,,,,Northeast,,,
1144,2014_MICHIGAN,Michigan,2014,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071,856907,1098888,44607,105582,110135,116804,116032,1537922,,,,,Midwest,,,
1145,2014_MINNESOTA,Minnesota,2014,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403,1069928,-132153,14977,64454,63781,63805,69615,857235,,,,,Midwest,,,
1146,2014_MISSISSIPPI,Mississippi,2014,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150,316494,17027,4409,40543,36620,36791,28980,490917,,,,,South,,,
1147,2014_MISSOURI,Missouri,2014,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580,919482,-67634,31153,68753,68210,67879,63388,917785,,,,,Midwest,,,
1148,2014_MONTANA,Montana,2014,1729712,201528,822788,705396,1754324,949120,570780,77193,121753,-24612,1229,11682,11044,10807,9825,144532,,,,,West,,,
1149,2014_NEBRASKA,Nebraska,2014,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887,307828,-3542,15253,23951,22921,22374,23051,312635,,,,,Midwest,,,
1150,2014_NEVADA,Nevada,2014,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754,161354,159435,5230,33942,34993,35318,31892,459189,,,,,West,,,
1151,2014_NEW_HAMPSHIRE,New Hampshire,2014,3042994,161989,1003995,1877010,2960615,1682021,913353,75750,87603,82379,3639,11580,13590,14423,13856,184670,,,,,Northeast,,,
1152,2014_NEW_JERSEY,New Jersey,2014,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398,895858,712345,55106,92560,97428,99751,95666,1400579,,,,,Northeast,,,
1153,2014_NEW_MEXICO,New Mexico,2014,3601387,466320,2505492,629575,3576216,1709599,1088329,147184,562323,25171,8004,26660,25641,25272,21147,340365,,,,,West,,,
1154,2014_NEW_YORK,New York,2014,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933,4060304,-1219081,57353,200507,197545,200384,190387,2741185,,,,,Northeast,,,
1155,2014_NORTH_CAROLINA,North Carolina,2014,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335,609013,-77952,31550,119730,115539,119636,97257,1548895,,,,,South,,,
1156,2014_NORTH_DAKOTA,North Dakota,2014,1568997,155894,901032,512071,1597210,758669,422005,100586,239992,-28213,2063,9031,7995,7652,7471,106586,,,,,Midwest,,,
1157,2014_OHIO,Ohio,2014,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844,1546152,1449927,31135,129013,125215,134275,115962,1724810,,,,,Midwest,,,
1158,2014_OKLAHOMA,Oklahoma,2014,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999,687788,7675,42218,55134,47577,48487,40729,688511,,,,,South,,,
1159,2014_OREGON,Oregon,2014,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975,311077,167728,30461,41645,42942,43521,47566,601318,,,,,West,,,
1160,2014_PENNSYLVANIA,Pennsylvania,2014,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079,1566997,447439,8106,127398,129927,135683,131694,1743160,,,,,Northeast,,,
1161,2014_RHODE_ISLAND,Rhode Island,2014,2313010,186551,867512,1258947,2258076,1277445,782773,92710,37897,54934,2369,9885,10720,10899,10578,141959,,,,,Northeast,,,
1162,2014_SOUTH_CAROLINA,South Carolina,2014,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577,862750,-35045,24274,58282,55741,57025,45619,756523,,,,,South,,,
1163,2014_SOUTH_DAKOTA,South Dakota,2014,1345549,186216,413544,745789,1355439,696235,413254,68154,146035,-9890,2787,11768,10366,9441,8674,133040,,,,,Midwest,,,
1164,2014_TENNESSEE,Tennessee,2014,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241,549104,-195101,25912,74960,75248,74883,66972,995475,,,,,South,,,
1165,2014_TEXAS,Texas,2014,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490,5766846,-319908,241826,390552,390570,388428,314039,5233765,,,,,South,,,
1166,2014_UTAH,Utah,2014,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794,490911,20033,13142,48841,49173,46969,42163,635577,,,,,West,,,
1167,2014_VERMONT,Vermont,2014,1895044,102434,1495453,297157,1876197,955495,553032,59714,56780,18847,5984,5768,6211,6268,6417,87311,,,,,Northeast,,,
1168,2014_VIRGINIA,Virginia,2014,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387,1041633,-342582,32839,93758,95200,95558,88256,1280381,,,,,South,,,
1169,2014_WASHINGTON,Washington,2014,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588,1525815,233897,12663,81212,79721,80391,87206,1073638,,,,,West,,,
1170,2014_WEST_VIRGINIA,West Virginia,2014,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824,286099,15016,15253,20860,20196,20501,18239,280310,,,,,South,,,
1171,2014_WISCONSIN,Wisconsin,2014,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431,767074,75067,55831,60424,60795,62034,65954,871432,,,,,Midwest,,,
