,Primary_Key,State,Year,Total_Revenue,Federal_Revenue,State_Revenue,Local_Revenue,Total_Expenditure,Instruction_Expenditure,Support_Services_Expenditure,Other_Expenditure,Capital_Outlay_Expenditure,Net,Grade_PK,Grade_K,Grade_4,Grade_8,Grade_12,Grades_All,Avg_Math_4_Score,Avg_Math_8_Score,Avg_Reading_4_Score,Avg_Reading_8_Score,us_region,,,
353,1998_WASHINGTON,Washington,1998,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726,997000,-282863,5901,71323,77372,77340,65782,998053,,,218,264,West,,,
354,1998_WEST_VIRGINIA,West Virginia,1998,2178936,202626,1351721,624589,2100841,1168793,606055,141099,171688,78095,5822,21821,21732,22623,21344,297530,,,216,262,South,,,
355,1998_WISCONSIN,Wisconsin,1998,7083655,318567,3918690,2846398,7532110,3946529,2093343,240608,948070,-448455,20131,59611,64255,68481,63760,879542,,,222,265,Midwest,,,
356,1998_WYOMING,Wyoming,1998,703280,47201,330204,325875,706801,366104,216102,22636,84596,-3521,,6383,6873,7942,7057,95241,,,218,263,West,,,
357,1999_ALABAMA,Alabama,1999,4471546,393095,2752653,1325798,4622810,2399626,1208081,441314,515798,-151264,10548,56120,60012,56201,42576,740732,,,,,South,,,
358,1999_ALASKA,Alaska,1999,1243227,187153,740163,315911,1289988,705069,403903,42897,119079,-46761,1344,9583,10926,10575,8381,134391,,,,,West,,,
359,1999_ARIZONA,Arizona,1999,5085826,495708,2259753,2330365,5072471,2272859,1426620,264903,871345,13355,1772,67051,70418,65338,47907,852612,,,,,West,,,
360,1999_ARKANSAS,Arkansas,1999,2684966,232382,2001992,450592,2650808,1424443,767854,177666,196954,34158,1425,34218,35707,35403,29316,451034,,,,,South,,,
361,1999_CALIFORNIA,California,1999,41393435,3599923,23695095,14098417,40834643,21110543,11539910,1954362,4738866,558792,85992,459771,489356,431730,347914,6038590,,,,,West,,,
362,1999_COLORADO,Colorado,1999,4740254,234939,2004039,2501276,5040224,2401914,1565012,179582,628011,-299970,12857,50378,56154,54599,41999,708109,,,,,West,,,
363,1999_CONNECTICUT,Connecticut,1999,5460213,208565,2074271,3177377,5269517,3016240,1535406,179789,300611,190696,10518,42193,45307,41205,31670,553993,,,,,Northeast,,,
364,1999_DELAWARE,Delaware,1999,1004472,61485,646592,296395,960335,529808,291268,42056,70433,44137,716,7779,8685,8957,6490,112836,,,,,South,,,
366,1999_FLORIDA,Florida,1999,17093036,1266927,8719985,7106124,16156822,7611469,4934846,1131998,2092359,936214,53783,174953,190744,181574,116259,2381396,,,,,South,,,
367,1999_GEORGIA,Georgia,1999,10380164,672868,5148120,4559176,10106670,5328497,2710664,516763,1354872,273494,31359,110359,116517,106688,72351,1422762,,,,,South,,,
368,1999_HAWAII,Hawaii,1999,1328572,130547,1166940,31085,1357649,718107,350077,108410,181055,-29077,824,14618,15703,13175,10818,185860,,,,,West,,,
369,1999_IDAHO,Idaho,1999,1405250,96761,867752,440737,1409367,763181,408262,57605,148467,-4117,2158,17024,19125,18589,17811,245136,,,,,West,,,
370,1999_ILLINOIS,Illinois,1999,16208970,1089732,5665008,9454230,16783840,8205446,4827070,686866,2243726,-574870,58604,149840,158444,149397,126984,2027600,,,,,Midwest,,,
371,1999_INDIANA,Indiana,1999,8167164,377681,4094272,3695211,8196714,4027481,2251783,370124,808948,-29550,4997,70438,79139,74540,64647,988702,,,,,Midwest,,,
372,1999_IOWA,Iowa,1999,3740509,186056,1776000,1778453,3789049,1815795,1054419,245363,340182,-48540,5497,34596,36766,37966,37124,497301,,,,,Midwest,,,
373,1999_KANSAS,Kansas,1999,3390596,201872,2093218,1095506,3189867,1590684,1031073,204037,218426,200729,2811,30845,35722,36759,32344,472188,,,,,Midwest,,,
374,1999_KENTUCKY,Kentucky,1999,4188131,379440,2584984,1223707,4305678,2236724,1254812,245016,477275,-117547,15609,46373,49962,48427,39111,648180,,,,,South,,,
375,1999_LOUISIANA,Louisiana,1999,4641847,532951,2364871,1744025,4702496,2547187,1328631,308590,418504,-60649,16818,56021,57735,55710,42344,756579,,,,,South,,,
376,1999_MAINE,Maine,1999,1708133,88888,740050,879195,1699835,1000023,447288,70608,86425,8298,1101,14274,16530,17493,13022,209253,,,,,Northeast,,,
377,1999_MARYLAND,Maryland,1999,6850334,372016,2686695,3791623,6892276,3660046,2096627,304175,608284,-41942,19285,56942,69077,62776,50632,846582,,,,,South,,,
378,1999_MASSACHUSETTS,Massachusetts,1999,8388120,413600,3571654,4402866,8673439,5220083,2332767,271812,425998,-285319,19539,70029,79385,72545,56440,971425,,,,,Northeast,,,
379,1999_MICHIGAN,Michigan,1999,15248112,1018825,9519308,4709979,15837858,7222378,4848897,701589,1875573,-589746,24574,128059,133215,122548,96303,1725639,,,,,Midwest,,,
380,1999_MINNESOTA,Minnesota,1999,6949149,322148,3873937,2753064,7450965,3622534,1855510,497073,965469,-501816,9234,58952,64934,67705,67044,854034,,,,,Midwest,,,
381,1999_MISSISSIPPI,Mississippi,1999,2532681,339359,1374920,818402,2811852,1377699,730765,181454,455812,-279171,1549,37906,40151,37344,26500,500716,,,,,South,,,
382,1999_MISSOURI,Missouri,1999,6238901,403205,2964597,2871099,6228001,3267404,1780317,354185,615448,10900,18181,64608,70359,69850,56213,914110,,,,,Midwest,,,
383,1999_MONTANA,Montana,1999,1049369,115211,466300,467858,1026263,590589,313874,40088,69898,23106,498,10335,12046,12975,11571,157556,,,,,West,,,
384,1999_NEBRASKA,Nebraska,1999,2212104,150963,805824,1255317,2062226,1127843,541116,85361,244788,149878,4631,20576,21969,22452,21630,288261,,,,,Midwest,,,
385,1999_NEVADA,Nevada,1999,2089048,92027,1324474,672547,2298474,1038564,642090,65517,448757,-209426,2043,25163,27660,24268,18139,325610,,,,,West,,,
386,1999_NEW_HAMPSHIRE,New Hampshire,1999,1498286,58224,127705,1312357,1491560,859115,401938,46962,84168,6726,1711,9048,17275,16793,12734,206783,,,,,Northeast,,,
387,1999_NEW_JERSEY,New Jersey,1999,14977501,534670,5870448,8572383,14927302,7900043,4702475,536974,1113055,50199,14194,89520,100361,88757,69647,1289256,,,,,Northeast,,,
388,1999_NEW_MEXICO,New Mexico,1999,2068337,277349,1509815,281173,2098998,998467,688769,104374,276238,-30661,3127,22557,25573,25322,18941,324495,,,,,West,,,
389,1999_NEW_YORK,New York,1999,30215370,1794853,12605931,15814586,31841870,18323434,7913623,893364,3309820,-1626500,37613,199271,219305,202221,150444,2887776,,,,,Northeast,,,
390,1999_NORTH_CAROLINA,North Carolina,1999,8476795,557142,5558333,2361320,8674393,4434300,2202906,472499,1365695,-197598,8515,101816,104658,96542,65558,1275925,,,,,South,,,
391,1999_NORTH_DAKOTA,North Dakota,1999,770094,92078,287048,390968,756337,380850,192729,53045,73822,13757,647,7560,8135,9137,9306,112751,,,,,Midwest,,,
392,1999_OHIO,Ohio,1999,14507056,787687,6041429,7677940,13865260,7115101,4550926,681105,1206274,641796,23239,130141,142337,140706,120885,1836554,,,,,Midwest,,,
393,1999_OKLAHOMA,Oklahoma,1999,3788901,333408,2158427,1297066,3817848,1934516,1155058,366350,320344,-28947,20894,43603,47039,46999,40024,627032,,,,,South,,,
394,1999_OREGON,Oregon,1999,4080653,284390,2299646,1496617,4172435,2184194,1385373,152102,328891,-91782,611,37232,43348,42721,36827,545033,,,,,West,,,
395,1999_PENNSYLVANIA,Pennsylvania,1999,16361921,919648,5963486,9478787,17113809,8562120,4564230,650115,1843095,-751888,2620,122320,141459,141714,121152,1816716,,,,,Northeast,,,
396,1999_RHODE_ISLAND,Rhode Island,1999,1358566,77904,568748,711914,1289045,792559,382899,51755,28611,69521,1047,11078,12578,11592,9138,156454,,,,,Northeast,,,
397,1999_SOUTH_CAROLINA,South Carolina,1999,4365352,342400,2278900,1744052,4610436,2222890,1306221,266738,702407,-245084,16330,46274,49323,51601,36471,666780,,,,,South,,,
398,1999_SOUTH_DAKOTA,South Dakota,1999,825851,84745,295753,445353,838078,425090,228657,33934,123444,-12227,1139,9171,9854,10618,9693,131037,,,,,Midwest,,,
399,1999_TENNESSEE,Tennessee,1999,5059587,417870,2369846,2271871,5446555,3008844,1369969,291537,669601,-386968,13047,70814,71433,66243,53160,916202,,,,,South,,,
400,1999_TEXAS,Texas,1999,26096023,2161662,10802214,13132147,27883593,13486659,7594544,1306137,3970379,-1787570,138235,290806,308232,300830,217670,3991783,,,,,South,,,
401,1999_UTAH,Utah,1999,2425600,174299,1481463,769838,2448591,1314796,568221,188105,312833,-22991,4281,34963,35921,35170,36594,480255,,,,,West,,,
402,1999_VERMONT,Vermont,1999,1147600,52814,677199,417587,1129982,508426,261788,24725,44146,17618,2491,6893,7965,8177,7014,104559,,,,,Northeast,,,
403,1999_VIRGINIA,Virginia,1999,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515,875124,-4537,5293,83938,90781,85092,69333,1133994,,,,,South,,,
404,1999_WASHINGTON,Washington,1999,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124,1053316,-200986,6134,68699,79257,77543,68486,1003714,,,,,West,,,
405,1999_WEST_VIRGINIA,West Virginia,1999,2190420,188865,1355717,645838,2169432,1216907,637240,146453,155822,20988,6176,21216,21928,22409,20982,291811,,,,,South,,,
406,1999_WISCONSIN,Wisconsin,1999,7415243,323924,4051567,3039752,7875805,4082725,2218556,249719,986589,-460562,20790,58524,64908,67878,64076,877753,,,,,Midwest,,,
407,1999_WYOMING,Wyoming,1999,780875,57983,408271,314621,739019,390565,237461,24829,71423,41856,,6133,6878,7715,7049,92105,,,,,West,,,
408,2000_ALABAMA,Alabama,2000,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909,663903,-117350,10836,55112,59749,56951,42512,739992,217,264,,,South,,,
409,2000_ALASKA,Alaska,2000,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,-73394,1210,9677,10646,10377,8335,133356,,,,,West,,,
410,2000_ARIZONA,Arizona,2000,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671,768425,81974,2037,68347,72295,65526,49501,877696,219,269,,,West,,,
411,2000_ARKANSAS,Arkansas,2000,2844855,254735,2126099,464021,2683400,1531232,804253,138220,146666,161455,2001,33941,35724,34873,28918,449959,216,257,,,South,,,
412,2000_CALIFORNIA,California,2000,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603,5849441,798454,89919,459771,489043,441877,357789,6140814,213,260,,,West,,,
413,2000_COLORADO,Colorado,2000,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711,-370927,15377,51039,57056,55384,43502,724508,,,,,West,,,
414,2000_CONNECTICUT,Connecticut,2000,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278,278798,10484,41570,44682,42597,32591,562179,234,281,,,Northeast,,,
415,2000_DELAWARE,Delaware,2000,1098555,69540,716375,312640,1040480,571982,313410,42630,79176,58075,706,7691,8848,9075,7104,114676,,,,,South,,,
417,2000_FLORIDA,Florida,2000,17558787,1398757,8804217,7355813,17180954,7751117,5113323,1151140,2792662,377833,55120,175812,194320,185663,119809,2434821,,,,,South,,,
418,2000_GEORGIA,Georgia,2000,11197766,710741,5406709,5080316,10884510,5701293,2931538,546396,1520834,313256,32248,110960,116678,109124,72317,1444937,219,265,,,South,,,
419,2000_HAWAII,Hawaii,2000,1404895,127042,1247256,30597,1363511,765134,373038,109367,115972,41384,840,14071,15291,13424,10408,184360,216,262,,,West,,,
420,2000_IDAHO,Idaho,2000,1452222,109898,888384,453940,1467977,798629,425211,59735,153472,-15755,2174,17093,18964,19045,17371,245117,224,277,,,West,,,
421,2000_ILLINOIS,Illinois,2000,17595047,1283052,6344130,9967865,18073190,8738312,5245226,716792,2467748,-478143,60712,147619,160495,149045,124760,2048792,223,275,,,Midwest,,,
422,2000_INDIANA,Indiana,2000,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026,841171,-28486,5567,70727,79742,73889,63504,989267,233,281,,,Midwest,,,
423,2000_IOWA,Iowa,2000,3822452,217060,1879158,1726234,3974813,1906755,1104075,260900,353405,-152361,5797,33977,36448,36458,36892,495080,231,,,,Midwest,,,
424,2000_KANSAS,Kansas,2000,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338,206141,191181,2263,30392,35165,36085,33085,470610,232,283,,,Midwest,,,
425,2000_KENTUCKY,Kentucky,2000,4330089,426956,2612740,1290393,4510972,2345581,1284053,260400,515109,-180883,15892,48064,50899,48938,39879,665850,219,270,,,South,,,
426,2000_LOUISIANA,Louisiana,2000,4785331,556240,2361704,1867387,4807097,2601684,1384760,307212,414669,-21766,16210,55293,63884,61997,41836,743089,218,259,,,South,,,
427,2000_MAINE,Maine,2000,1792390,104497,761317,926576,1842276,1053067,474866,77649,143112,-49886,1062,13769,16121,17035,13341,207037,230,281,,,Northeast,,,
428,2000_MARYLAND,Maryland,2000,7419047,409021,2804218,4205808,7355698,3874590,2189499,300044,760810,63349,20031,56073,69279,64647,50962,852920,222,272,,,South,,,
429,2000_MASSACHUSETTS,Massachusetts,2000,9464271,480898,3926522,5056851,9466363,5624037,2503616,323913,533702,-2092,19938,70647,78287,74527,58322,975150,233,279,,,Northeast,,,
430,2000_MICHIGAN,Michigan,2000,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727,1866666,-641049,15318,126661,134163,128743,101900,1720626,229,277,,,Midwest,,,
431,2000_MINNESOTA,Minnesota,2000,7344747,330914,4265438,2748395,7736391,3825732,1942294,531329,901829,-391644,9300,58963,63334,66254,67573,854340,234,287,,,Midwest,,,
432,2000_MISSISSIPPI,Mississippi,2000,2743284,368830,1504225,870229,2996474,1524728,810371,183118,421075,-253190,1682,37373,40177,36588,26291,497871,211,254,,,South,,,
433,2000_MISSOURI,Missouri,2000,6675260,437898,3097822,3139540,6708608,3459281,1913563,374060,756817,-33348,17980,63634,71208,68717,58103,912744,228,271,,,Midwest,,,
434,2000_MONTANA,Montana,2000,1104935,130928,487115,486892,1051768,613132,327975,41385,57419,53167,537,10129,11682,12517,11371,154875,228,285,,,West,,,
435,2000_NEBRASKA,Nebraska,2000,2263952,152143,812998,1298811,2165529,1188826,570910,94639,243866,98423,4900,20210,21357,21864,21151,286199,225,280,,,Midwest,,,
436,2000_NEVADA,Nevada,2000,2252416,110210,1378678,763528,2437438,1114489,695694,69965,428541,-185022,1888,26445,28616,25327,18519,340706,220,265,,,West,,,
437,2000_NEW_HAMPSHIRE,New Hampshire,2000,1586869,54657,865318,666894,1640395,902062,445733,49746,130011,-53526,1879,9188,16852,17209,13024,208461,,,,,Northeast,,,
438,2000_NEW_JERSEY,New Jersey,2000,15651060,578978,6093162,8978920,15907248,8244717,5041897,568802,1320024,-256188,15183,89912,100837,92089,70455,1313405,,,,,Northeast,,,
439,2000_NEW_MEXICO,New Mexico,2000,2191695,296222,1571088,324385,2165031,1048533,727644,101479,255735,26664,3090,22065,25493,24870,19102,320306,213,259,,,West,,,
440,2000_NEW_YORK,New York,2000,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115,-1776517,39062,194673,217881,203482,151043,2882188,225,271,,,Northeast,,,
441,2000_NORTH_CAROLINA,North Carolina,2000,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226,-211137,8722,101049,105105,99295,66831,1293638,230,276,,,South,,,
442,2000_NORTH_DAKOTA,North Dakota,2000,812982,96940,303132,412910,802768,402602,204117,55808,81274,10214,701,7146,7982,8651,9072,109201,230,282,,,Midwest,,,
443,2000_OHIO,Ohio,2000,15327834,843432,6425872,8058530,14909952,7497388,4889221,725617,1378528,417882,22988,128640,143373,139740,119704,1835049,230,281,,,Midwest,,,
444,2000_OKLAHOMA,Oklahoma,2000,3906833,377776,2162799,1366258,3876871,1928222,1226386,387753,286261,29962,23475,42979,47064,46276,39409,623110,224,270,,,South,,,
445,2000_OREGON,Oregon,2000,4369400,268568,2457202,1643630,4398318,2288931,1433944,148604,391189,-28918,686,37739,43436,42364,37055,546231,224,280,,,West,,,
446,2000_PENNSYLVANIA,Pennsylvania,2000,17090654,1022578,6163912,9904164,17861852,8818088,4887123,681741,1851099,-771198,2479,119318,142366,143638,122048,1814311,,,,,Northeast,,,
447,2000_RHODE_ISLAND,Rhode Island,2000,1464820,81655,610999,772166,1388454,845667,421472,57496,30587,76366,1055,10521,12490,11750,9184,157347,224,269,,,Northeast,,,
448,2000_SOUTH_CAROLINA,South Carolina,2000,4690418,366587,2420494,1903337,4961392,2426139,1418846,278840,716110,-270974,17340,47277,54468,53259,33911,677411,220,265,,,South,,,
449,2000_SOUTH_DAKOTA,South Dakota,2000,868161,105960,302405,459796,898609,443779,245481,36959,144296,-30448,967,8989,9583,10303,9354,128603,,,,,Midwest,,,
450,2000_TENNESSEE,Tennessee,2000,5338531,462000,2429713,2446818,5805181,3166208,1471174,307022,743326,-466650,13312,70351,73373,66429,48802,909161,220,262,,,South,,,
451,2000_TEXAS,Texas,2000,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976,-2149001,145771,294217,313731,304419,219943,4059619,231,273,,,South,,,
452,2000_UTAH,Utah,2000,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172,68222,6216,36039,35910,34579,35484,481485,227,274,,,West,,,
453,2000_VERMONT,Vermont,2000,1211370,65052,711259,435059,1193813,555740,283821,29595,39112,17557,2371,6511,7736,8005,7232,102049,232,281,,,Northeast,,,
454,2000_VIRGINIA,Virginia,2000,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530,1011384,-243250,7263,82585,92073,87455,70337,1144915,230,275,,,South,,,
455,2000_WASHINGTON,Washington,2000,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703,1048059,-191007,7283,68531,78505,77160,68580,1004770,,,,,West,,,
456,2000_WEST_VIRGINIA,West Virginia,2000,2243151,210082,1365346,667723,2243563,1271988,672003,156775,129872,-412,6152,20937,21995,21902,19716,286367,223,266,,,South,,,
457,2000_WISCONSIN,Wisconsin,2000,7848352,354829,4292527,3200996,8183251,4225688,2316000,265155,958597,-334899,23751,56507,64455,67950,65195,879476,,,,,Midwest,,,
458,2000_WYOMING,Wyoming,2000,787323,66085,408356,312882,769923,417424,242832,24899,70579,17400,,5988,6736,7284,6881,89940,229,276,,,West,,,
459,2001_ALABAMA,Alabama,2001,4832946,466150,2879636,1487160,5086045,2656393,1374265,426481,540284,-253099,11841,54148,58929,56591,42909,737190,,,,,South,,,
460,2001_ALASKA,Alaska,2001,1325498,229297,732985,363216,1402839,701053,479510,48312,150279,-77341,1253,10095,10718,10702,8340,134358,,,,,West,,,
461,2001_ARIZONA,Arizona,2001,5916342,580043,2729793,2606506,5858385,2538936,1701945,269157,1035457,57957,6624,72119,74270,69643,52162,922180,,,,,West,,,
462,2001_ARKANSAS,Arkansas,2001,2974588,274406,2135281,564901,2951677,1616883,877225,153300,235346,22911,1623,34981,35216,35372,28849,449805,,,,,South,,,
463,2001_CALIFORNIA,California,2001,53288943,4280358,31374889,17633696,52082540,26641811,14127664,2570224,6755895,1206403,100351,457165,485301,461133,365907,6247726,,,,,West,,,
464,2001_COLORADO,Colorado,2001,5372784,292518,2222723,2857543,5727966,2709184,1844900,209212,672080,-355182,19516,53079,58028,56540,44912,742145,,,,,West,,,
465,2001_CONNECTICUT,Connecticut,2001,6331569,256685,2389572,3685312,5987680,3360042,1748476,231240,385785,343889,11050,41906,44990,43954,34301,570228,,,,,Northeast,,,
466,2001_DELAWARE,Delaware,2001,1153831,77483,754926,321422,1175717,613955,349525,45976,132922,-21886,586,7615,9065,9396,7028,115560,,,,,South,,,
468,2001_FLORIDA,Florida,2001,18467090,1563902,9120855,7782333,18389394,8412975,5514993,1197780,2868679,77696,57038,177225,196952,194250,130613,2500478,,,,,South,,,
469,2001_GEORGIA,Georgia,2001,12271962,758799,5945868,5567295,11853800,6336556,3131291,566956,1620496,418162,33310,111173,116886,112145,75814,1470634,,,,,South,,,
470,2001_HAWAII,Hawaii,2001,1682332,140953,1511318,30061,1363164,732512,412203,105505,112944,319168,917,13822,14886,13705,10632,184546,,,,,West,,,
471,2001_IDAHO,Idaho,2001,1571348,123520,964414,483414,1535485,853733,461819,64896,124442,35863,2341,17869,18974,19592,17628,246521,,,,,West,,,
472,2001_ILLINOIS,Illinois,2001,18534372,1411096,6637462,10485814,19337580,9317202,5702703,664402,2637635,-803208,57550,148348,159038,151737,131411,2071391,,,,,Midwest,,,
473,2001_INDIANA,Indiana,2001,9124748,444861,4590018,4089869,8991877,4364661,2553481,395908,832585,132871,6147,72344,79008,76999,62913,996133,,,,,Midwest,,,
474,2001_IOWA,Iowa,2001,4068110,239495,1943702,1884913,4211493,1994331,1171278,271596,405205,-143383,5714,34249,36106,37115,36469,485932,,,,,Midwest,,,
